checkin_id,user_id,checkin_date,mood,faith_state,topic,tone
c_0002372,u_00768,2025-12-31,good,at_peace,work,universal
c_0002373,u_00768,2026-01-01,neutral,distant,anxiety,light_islamic
c_0002374,u_00768,2026-01-05,very_low,at_peace,relationships,deeper_faith
c_0002375,u_00769,2025-06-22,neutral,,anxiety,light_islamic
c_0002376,u_00769,2025-06-23,grateful,,purpose,deeper_faith
c_0002377,u_00769,2025-06-26,grateful,questioning,confidence,universal
c_0002378,u_00769,2025-06-29,good,distant,self,light_islamic
c_0002379,u_00769,2025-06-30,good,distant,faith,universal
c_0002380,u_00769,2025-07-02,neutral,at_peace,purpose,universal
c_0002381,u_00769,2025-07-07,neutral,questioning,faith,deeper_faith
c_0002382,u_00769,2025-07-08,low,at_peace,purpose,light_islamic
c_0002383,u_00769,2025-07-09,low,at_peace,faith,universal
c_0002384,u_00769,2025-07-10,good,at_peace,purpose,light_islamic
c_0002385,u_00769,2025-07-17,low,at_peace,confidence,light_islamic
c_0002386,u_00769,2025-07-18,good,distant,purpose,light_islamic
c_0002387,u_00769,2025-07-20,low,distant,confidence,deeper_faith
c_0002388,u_00770,2025-05-27,good,,gratitude,deeper_faith
c_0002389,u_00770,2025-05-30,good,,burnout,universal
c_0002390,u_00770,2025-06-04,grateful,at_peace,faith,universal
c_0002391,u_00770,2025-06-06,good,questioning,purpose,light_islamic
c_0002392,u_00770,2025-06-12,good,at_peace,purpose,light_islamic
c_0002393,u_00770,2025-06-15,good,distant,anxiety,deeper_faith
c_0002394,u_00770,2025-06-16,good,questioning,self,deeper_faith
c_0002395,u_00770,2025-06-19,low,questioning,faith,universal
c_0002396,u_00772,2025-05-23,good,,self,universal
c_0002397,u_00772,2025-05-26,grateful,,relationships,deeper_faith
c_0002398,u_00772,2025-05-27,low,at_peace,confidence,universal
c_0002399,u_00772,2025-06-05,neutral,questioning,anxiety,universal
c_0002400,u_00772,2025-06-08,grateful,at_peace,self,light_islamic
c_0002401,u_00772,2025-06-09,neutral,questioning,purpose,universal
c_0002402,u_00773,2025-02-23,neutral,,faith,universal
c_0002403,u_00773,2025-02-25,grateful,,anxiety,light_islamic
c_0002404,u_00773,2025-02-26,good,,confidence,light_islamic
c_0002405,u_00773,2025-03-01,neutral,at_peace,confidence,universal
c_0002406,u_00773,2025-03-02,good,questioning,purpose,light_islamic
c_0002407,u_00773,2025-03-05,low,questioning,purpose,universal
c_0002408,u_00773,2025-03-10,good,distant,purpose,light_islamic
c_0002409,u_00773,2025-03-16,grateful,distant,gratitude,light_islamic
c_0002410,u_00774,2025-07-10,good,,work,light_islamic
c_0002411,u_00774,2025-07-11,neutral,,work,universal
c_0002412,u_00774,2025-07-13,grateful,,confidence,universal
c_0002413,u_00774,2025-07-14,good,distant,relationships,light_islamic
c_0002414,u_00774,2025-07-25,very_low,at_peace,self,light_islamic
c_0002415,u_00774,2025-07-27,neutral,at_peace,relationships,universal
c_0002416,u_00774,2025-07-31,grateful,at_peace,purpose,light_islamic
c_0002417,u_00774,2025-08-01,grateful,hurting,gratitude,light_islamic
c_0002418,u_00774,2025-08-06,good,at_peace,relationships,light_islamic
c_0002419,u_00774,2025-08-07,neutral,at_peace,purpose,universal
c_0002420,u_00774,2025-08-08,good,at_peace,self,universal
c_0002421,u_00776,2025-06-19,grateful,,anxiety,deeper_faith
c_0002422,u_00776,2025-06-20,neutral,,confidence,universal
c_0002423,u_00776,2025-06-23,low,at_peace,relationships,deeper_faith
c_0002424,u_00776,2025-06-25,very_low,at_peace,anxiety,universal
c_0002425,u_00776,2025-06-28,good,at_peace,relationships,deeper_faith
c_0002426,u_00776,2025-07-05,grateful,at_peace,relationships,deeper_faith
c_0002427,u_00776,2025-07-10,neutral,questioning,confidence,light_islamic
c_0002428,u_00776,2025-07-16,neutral,at_peace,work,light_islamic
c_0002429,u_00776,2025-07-19,good,questioning,confidence,universal
c_0002430,u_00777,2025-05-01,neutral,,gratitude,light_islamic
c_0002431,u_00777,2025-05-02,neutral,,gratitude,universal
c_0002432,u_00777,2025-05-03,neutral,,faith,universal
c_0002433,u_00777,2025-05-07,neutral,at_peace,confidence,universal
c_0002434,u_00777,2025-05-12,good,hurting,burnout,universal
c_0002435,u_00777,2025-05-18,good,distant,confidence,universal
c_0002436,u_00777,2025-05-19,neutral,distant,relationships,light_islamic
c_0002437,u_00777,2025-05-23,neutral,at_peace,burnout,universal
c_0002438,u_00777,2025-05-27,low,at_peace,habits,light_islamic
c_0002439,u_00777,2025-05-30,grateful,at_peace,anxiety,universal
c_0002440,u_00782,2025-04-22,good,,confidence,universal
c_0002441,u_00782,2025-04-24,low,,anxiety,universal
c_0002442,u_00782,2025-04-25,low,,self,universal
c_0002443,u_00782,2025-04-29,grateful,at_peace,self,deeper_faith
c_0002444,u_00782,2025-05-01,neutral,at_peace,gratitude,universal
c_0002445,u_00782,2025-05-11,good,at_peace,confidence,deeper_faith
c_0002446,u_00782,2025-05-17,very_low,at_peace,confidence,light_islamic
c_0002447,u_00782,2025-05-19,grateful,at_peace,habits,universal
c_0002448,u_00786,2025-02-06,grateful,,purpose,deeper_faith
c_0002449,u_00786,2025-02-07,neutral,,relationships,universal
c_0002450,u_00786,2025-02-08,neutral,,habits,deeper_faith
c_0002451,u_00786,2025-02-09,neutral,,gratitude,light_islamic
c_0002452,u_00786,2025-02-10,neutral,distant,confidence,light_islamic
c_0002453,u_00786,2025-02-14,good,at_peace,faith,deeper_faith
c_0002454,u_00786,2025-02-15,good,at_peace,habits,universal
c_0002455,u_00786,2025-02-16,grateful,at_peace,burnout,light_islamic
c_0002456,u_00786,2025-02-24,good,at_peace,faith,light_islamic
c_0002457,u_00787,2025-02-10,low,,relationships,universal
c_0002458,u_00787,2025-02-13,neutral,,burnout,deeper_faith
c_0002459,u_00787,2025-02-14,neutral,distant,purpose,universal
c_0002460,u_00787,2025-02-16,neutral,at_peace,anxiety,light_islamic
c_0002461,u_00787,2025-02-23,neutral,questioning,purpose,deeper_faith
c_0002462,u_00787,2025-02-24,neutral,at_peace,purpose,light_islamic
c_0002463,u_00787,2025-02-27,good,at_peace,relationships,light_islamic
c_0002464,u_00787,2025-03-02,good,hurting,habits,universal
c_0002465,u_00788,2025-02-22,neutral,,faith,universal
c_0002466,u_00788,2025-03-06,grateful,hurting,anxiety,light_islamic
c_0002467,u_00788,2025-03-07,good,at_peace,habits,universal
c_0002468,u_00788,2025-03-09,very_low,distant,relationships,universal
c_0002469,u_00788,2025-03-15,good,questioning,work,universal
c_0002470,u_00788,2025-03-20,neutral,questioning,faith,deeper_faith
c_0002471,u_00790,2025-06-29,neutral,,purpose,universal
c_0002472,u_00790,2025-07-03,very_low,hurting,faith,universal
c_0002473,u_00790,2025-07-06,neutral,distant,relationships,deeper_faith
c_0002474,u_00790,2025-07-12,neutral,at_peace,habits,universal
c_0002475,u_00790,2025-07-15,low,questioning,confidence,universal
c_0002476,u_00790,2025-07-16,neutral,at_peace,faith,universal
c_0002477,u_00790,2025-07-22,good,at_peace,work,universal
c_0002478,u_00790,2025-07-24,good,at_peace,confidence,light_islamic
c_0002479,u_00790,2025-07-27,neutral,distant,anxiety,deeper_faith
c_0002480,u_00791,2025-01-01,grateful,,anxiety,deeper_faith
c_0002481,u_00791,2025-01-02,low,,burnout,light_islamic
c_0002482,u_00791,2025-01-03,low,,work,universal
c_0002483,u_00791,2025-01-04,good,,gratitude,universal
c_0002484,u_00791,2025-01-16,good,at_peace,work,universal
c_0002485,u_00791,2025-01-20,low,at_peace,self,deeper_faith
c_0002486,u_00791,2025-01-21,neutral,hurting,purpose,universal
c_0002487,u_00791,2025-01-24,good,questioning,anxiety,universal
c_0002488,u_00794,2025-05-16,neutral,,work,light_islamic
c_0002489,u_00794,2025-05-29,low,hurting,habits,light_islamic
c_0002490,u_00794,2025-06-10,good,at_peace,work,universal
c_0002491,u_00794,2025-06-11,good,at_peace,confidence,deeper_faith
c_0002492,u_00794,2025-06-15,very_low,questioning,work,universal
c_0002493,u_00795,2025-05-22,low,,purpose,universal
c_0002494,u_00795,2025-05-25,very_low,,anxiety,universal
c_0002495,u_00795,2025-05-26,neutral,at_peace,confidence,deeper_faith
c_0002496,u_00795,2025-05-27,good,questioning,purpose,light_islamic
c_0002497,u_00795,2025-05-28,good,distant,confidence,deeper_faith
c_0002498,u_00795,2025-05-31,good,at_peace,gratitude,light_islamic
c_0002499,u_00795,2025-06-01,grateful,at_peace,confidence,light_islamic
c_0002500,u_00795,2025-06-10,good,at_peace,confidence,universal
c_0002501,u_00795,2025-06-13,low,at_peace,gratitude,universal
c_0002502,u_00795,2025-06-19,good,distant,purpose,universal
c_0002503,u_00796,2025-09-18,neutral,,faith,light_islamic
c_0002504,u_00796,2025-09-24,low,at_peace,relationships,light_islamic
c_0002505,u_00796,2025-09-27,very_low,at_peace,habits,universal
c_0002506,u_00796,2025-09-29,good,at_peace,self,universal
c_0002507,u_00796,2025-10-02,good,questioning,purpose,deeper_faith
c_0002508,u_00796,2025-10-06,grateful,distant,gratitude,universal
c_0002509,u_00796,2025-10-10,low,hurting,gratitude,universal
c_0002510,u_00796,2025-10-14,good,at_peace,relationships,light_islamic
c_0002511,u_00796,2025-10-15,low,at_peace,burnout,universal
c_0002512,u_00796,2025-10-18,very_low,hurting,anxiety,deeper_faith
c_0002513,u_00798,2025-09-29,low,,faith,deeper_faith
c_0002514,u_00798,2025-10-03,good,questioning,confidence,universal
c_0002515,u_00798,2025-10-08,grateful,questioning,work,universal
c_0002516,u_00798,2025-10-15,good,distant,relationships,universal
c_0002517,u_00798,2025-10-16,low,at_peace,faith,universal
c_0002518,u_00798,2025-10-22,neutral,distant,faith,light_islamic
c_0002519,u_00799,2025-06-05,low,,habits,light_islamic
c_0002520,u_00799,2025-06-09,neutral,at_peace,purpose,light_islamic
c_0002521,u_00799,2025-06-15,low,distant,burnout,universal
c_0002522,u_00799,2025-06-20,neutral,at_peace,confidence,light_islamic
c_0002523,u_00799,2025-06-22,grateful,questioning,confidence,light_islamic
c_0002524,u_00799,2025-06-26,neutral,at_peace,work,universal
c_0002525,u_00799,2025-06-29,low,at_peace,faith,light_islamic
c_0002526,u_00804,2025-11-02,neutral,,faith,light_islamic
c_0002527,u_00804,2025-11-06,grateful,distant,purpose,light_islamic
c_0002528,u_00804,2025-11-08,good,questioning,work,universal
c_0002529,u_00804,2025-11-12,good,distant,relationships,light_islamic
c_0002530,u_00804,2025-11-19,neutral,at_peace,anxiety,light_islamic
c_0002531,u_00804,2025-11-20,low,questioning,confidence,light_islamic
c_0002532,u_00804,2025-11-26,very_low,distant,confidence,universal
c_0002533,u_00805,2025-09-19,good,,gratitude,universal
c_0002534,u_00805,2025-09-21,good,,self,universal
c_0002535,u_00805,2025-09-23,neutral,distant,burnout,deeper_faith
c_0002536,u_00805,2025-09-24,grateful,at_peace,confidence,light_islamic
c_0002537,u_00805,2025-09-25,good,questioning,gratitude,universal
c_0002538,u_00805,2025-09-30,good,distant,self,light_islamic
c_0002539,u_00805,2025-10-12,very_low,at_peace,gratitude,universal
c_0002540,u_00805,2025-10-13,grateful,at_peace,self,deeper_faith
c_0002541,u_00805,2025-10-14,good,questioning,gratitude,universal
c_0002542,u_00805,2025-10-17,good,questioning,anxiety,universal
c_0002543,u_00807,2025-09-29,good,,confidence,deeper_faith
c_0002544,u_00807,2025-09-30,neutral,,anxiety,universal
c_0002545,u_00807,2025-10-02,good,,relationships,deeper_faith
c_0002546,u_00807,2025-10-03,very_low,questioning,purpose,universal
c_0002547,u_00807,2025-10-08,good,hurting,work,light_islamic
c_0002548,u_00807,2025-10-26,grateful,distant,work,light_islamic
c_0002549,u_00808,2025-12-20,good,,purpose,light_islamic
c_0002550,u_00808,2025-12-21,low,,faith,deeper_faith
c_0002551,u_00808,2025-12-24,good,distant,anxiety,universal
c_0002552,u_00808,2025-12-26,good,at_peace,work,light_islamic
c_0002553,u_00808,2025-12-27,neutral,at_peace,faith,deeper_faith
c_0002554,u_00808,2025-12-29,neutral,questioning,self,deeper_faith
c_0002555,u_00808,2026-01-14,neutral,at_peace,work,deeper_faith
c_0002556,u_00808,2026-01-15,good,at_peace,habits,light_islamic
c_0002557,u_00810,2025-01-27,good,,anxiety,deeper_faith
c_0002558,u_00810,2025-01-28,grateful,,self,light_islamic
c_0002559,u_00810,2025-01-29,good,,faith,universal
c_0002560,u_00810,2025-01-30,very_low,,purpose,universal
c_0002561,u_00810,2025-01-31,low,questioning,burnout,deeper_faith
c_0002562,u_00810,2025-02-02,good,distant,relationships,light_islamic
c_0002563,u_00810,2025-02-04,low,distant,purpose,light_islamic
c_0002564,u_00810,2025-02-18,neutral,questioning,habits,universal
c_0002565,u_00811,2025-06-21,good,,faith,universal
c_0002566,u_00811,2025-06-22,good,,gratitude,universal
c_0002567,u_00811,2025-06-25,grateful,at_peace,faith,universal
c_0002568,u_00811,2025-06-29,neutral,hurting,relationships,light_islamic
c_0002569,u_00811,2025-06-30,low,distant,confidence,light_islamic
c_0002570,u_00811,2025-07-04,neutral,questioning,relationships,light_islamic
c_0002571,u_00811,2025-07-06,low,at_peace,relationships,light_islamic
c_0002572,u_00811,2025-07-07,grateful,distant,gratitude,universal
c_0002573,u_00811,2025-07-16,good,at_peace,self,universal
c_0002574,u_00812,2025-11-06,good,,self,light_islamic
c_0002575,u_00812,2025-11-09,neutral,,habits,light_islamic
c_0002576,u_00812,2025-11-10,neutral,questioning,purpose,universal
c_0002577,u_00812,2025-11-12,good,at_peace,anxiety,light_islamic
c_0002578,u_00812,2025-11-16,low,at_peace,anxiety,light_islamic
c_0002579,u_00812,2025-11-21,grateful,at_peace,habits,light_islamic
c_0002580,u_00812,2025-11-23,grateful,distant,work,light_islamic
c_0002581,u_00812,2025-11-28,neutral,hurting,burnout,light_islamic
c_0002582,u_00812,2025-12-04,neutral,hurting,confidence,universal
c_0002583,u_00813,2025-06-04,low,,purpose,light_islamic
c_0002584,u_00813,2025-06-08,good,at_peace,work,universal
c_0002585,u_00813,2025-06-10,neutral,at_peace,relationships,universal
c_0002586,u_00813,2025-06-11,neutral,at_peace,faith,deeper_faith
c_0002587,u_00813,2025-06-15,low,distant,faith,light_islamic
c_0002588,u_00813,2025-06-18,neutral,at_peace,purpose,light_islamic
c_0002589,u_00813,2025-06-23,very_low,questioning,burnout,universal
c_0002590,u_00813,2025-06-25,grateful,at_peace,self,deeper_faith
c_0002591,u_00814,2025-09-26,neutral,,confidence,light_islamic
c_0002592,u_00814,2025-09-28,neutral,,faith,light_islamic
c_0002593,u_00814,2025-09-29,good,,anxiety,light_islamic
c_0002594,u_00814,2025-10-06,neutral,distant,self,universal
c_0002595,u_00814,2025-10-07,good,at_peace,self,universal
c_0002596,u_00814,2025-10-10,good,at_peace,relationships,universal
c_0002597,u_00814,2025-10-15,neutral,questioning,anxiety,universal
c_0002598,u_00814,2025-10-21,good,at_peace,relationships,light_islamic
c_0002599,u_00814,2025-10-25,neutral,distant,purpose,light_islamic
c_0002600,u_00817,2025-08-09,low,,faith,deeper_faith
c_0002601,u_00817,2025-08-11,grateful,,burnout,deeper_faith
c_0002602,u_00817,2025-08-13,low,questioning,confidence,universal
c_0002603,u_00817,2025-08-17,good,distant,gratitude,universal
c_0002604,u_00817,2025-08-19,good,questioning,habits,universal
c_0002605,u_00817,2025-08-27,good,distant,purpose,light_islamic
c_0002606,u_00818,2025-10-18,good,,burnout,universal
c_0002607,u_00818,2025-10-21,low,,habits,deeper_faith
c_0002608,u_00818,2025-10-24,good,at_peace,work,light_islamic
c_0002609,u_00818,2025-10-26,neutral,questioning,faith,universal
c_0002610,u_00818,2025-10-27,good,questioning,confidence,light_islamic
c_0002611,u_00818,2025-11-01,good,at_peace,purpose,deeper_faith
c_0002612,u_00818,2025-11-03,good,questioning,habits,deeper_faith
c_0002613,u_00818,2025-11-05,neutral,questioning,anxiety,universal
c_0002614,u_00818,2025-11-06,good,questioning,self,light_islamic
c_0002615,u_00819,2025-09-11,neutral,,faith,light_islamic
c_0002616,u_00819,2025-09-17,good,at_peace,confidence,universal
c_0002617,u_00819,2025-09-20,good,distant,self,light_islamic
c_0002618,u_00819,2025-09-22,neutral,at_peace,purpose,light_islamic
c_0002619,u_00819,2025-09-26,neutral,at_peace,relationships,universal
c_0002620,u_00819,2025-09-29,grateful,distant,relationships,deeper_faith
c_0002621,u_00819,2025-10-01,grateful,at_peace,gratitude,universal
c_0002622,u_00819,2025-10-04,neutral,at_peace,work,universal
c_0002623,u_00819,2025-10-11,neutral,hurting,faith,light_islamic
c_0002624,u_00822,2025-06-03,good,,relationships,universal
c_0002625,u_00822,2025-06-05,good,,anxiety,universal
c_0002626,u_00822,2025-06-07,neutral,distant,work,light_islamic
c_0002627,u_00822,2025-06-10,neutral,at_peace,habits,light_islamic
c_0002628,u_00822,2025-06-11,neutral,hurting,work,light_islamic
c_0002629,u_00822,2025-06-12,good,at_peace,confidence,light_islamic
c_0002630,u_00822,2025-06-13,good,at_peace,faith,light_islamic
c_0002631,u_00822,2025-06-14,very_low,questioning,confidence,deeper_faith
c_0002632,u_00822,2025-06-21,neutral,questioning,anxiety,light_islamic
c_0002633,u_00823,2025-03-01,neutral,,gratitude,deeper_faith
c_0002634,u_00823,2025-03-11,good,questioning,self,light_islamic
c_0002635,u_00823,2025-03-12,neutral,at_peace,relationships,deeper_faith
c_0002636,u_00823,2025-03-16,good,distant,purpose,deeper_faith
c_0002637,u_00823,2025-03-31,grateful,at_peace,burnout,light_islamic
c_0002638,u_00824,2025-03-12,neutral,,anxiety,universal
c_0002639,u_00824,2025-03-13,good,,self,universal
c_0002640,u_00824,2025-04-09,neutral,at_peace,gratitude,universal
c_0002641,u_00825,2025-01-15,neutral,,work,light_islamic
c_0002642,u_00825,2025-01-17,neutral,,confidence,light_islamic
c_0002643,u_00825,2025-01-23,low,at_peace,confidence,universal
c_0002644,u_00825,2025-01-24,good,at_peace,habits,light_islamic
c_0002645,u_00825,2025-01-26,neutral,at_peace,anxiety,light_islamic
c_0002646,u_00825,2025-01-29,neutral,at_peace,burnout,deeper_faith
c_0002647,u_00825,2025-01-31,low,at_peace,habits,universal
c_0002648,u_00825,2025-02-11,good,at_peace,work,universal
c_0002649,u_00825,2025-02-14,very_low,questioning,burnout,light_islamic
c_0002650,u_00826,2025-07-09,grateful,,faith,universal
c_0002651,u_00826,2025-07-13,neutral,at_peace,relationships,light_islamic
c_0002652,u_00826,2025-07-20,grateful,at_peace,relationships,universal
c_0002653,u_00826,2025-07-29,low,at_peace,anxiety,universal
c_0002654,u_00826,2025-07-30,neutral,at_peace,work,universal
c_0002655,u_00827,2025-01-30,neutral,,work,light_islamic
c_0002656,u_00827,2025-02-01,good,,purpose,universal
c_0002657,u_00827,2025-02-02,grateful,,habits,universal
c_0002658,u_00827,2025-02-03,good,at_peace,faith,light_islamic
c_0002659,u_00827,2025-02-04,neutral,at_peace,burnout,light_islamic
c_0002660,u_00827,2025-02-20,neutral,at_peace,habits,light_islamic
c_0002661,u_00827,2025-02-22,low,hurting,relationships,universal
c_0002662,u_00828,2025-11-28,good,,burnout,universal
c_0002663,u_00828,2025-12-10,neutral,at_peace,habits,universal
c_0002664,u_00828,2025-12-12,very_low,questioning,burnout,light_islamic
c_0002665,u_00828,2025-12-14,very_low,distant,purpose,universal
c_0002666,u_00828,2025-12-16,neutral,at_peace,burnout,light_islamic
c_0002667,u_00829,2025-08-09,neutral,,faith,deeper_faith
c_0002668,u_00829,2025-08-17,neutral,distant,burnout,light_islamic
c_0002669,u_00829,2025-08-20,good,distant,purpose,deeper_faith
c_0002670,u_00829,2025-08-21,good,questioning,anxiety,deeper_faith
c_0002671,u_00829,2025-08-31,low,questioning,gratitude,light_islamic
c_0002672,u_00830,2025-11-07,neutral,,anxiety,universal
c_0002673,u_00830,2025-11-08,grateful,,anxiety,light_islamic
c_0002674,u_00830,2025-11-09,grateful,,habits,universal
c_0002675,u_00830,2025-11-10,neutral,,purpose,universal
c_0002676,u_00830,2025-11-12,good,distant,confidence,light_islamic
c_0002677,u_00830,2025-11-18,neutral,at_peace,anxiety,deeper_faith
c_0002678,u_00830,2025-11-30,grateful,questioning,work,deeper_faith
c_0002679,u_00830,2025-12-02,low,at_peace,gratitude,universal
c_0002680,u_00830,2025-12-07,very_low,at_peace,habits,universal
c_0002681,u_00831,2025-01-11,neutral,,anxiety,light_islamic
c_0002682,u_00831,2025-01-13,good,,gratitude,deeper_faith
c_0002683,u_00831,2025-01-16,good,hurting,self,deeper_faith
c_0002684,u_00831,2025-01-20,neutral,questioning,relationships,universal
c_0002685,u_00831,2025-01-23,grateful,at_peace,purpose,universal
c_0002686,u_00831,2025-02-03,neutral,at_peace,habits,light_islamic
c_0002687,u_00832,2025-04-28,good,,work,universal
c_0002688,u_00832,2025-05-02,grateful,questioning,self,light_islamic
c_0002689,u_00832,2025-05-06,grateful,questioning,habits,deeper_faith
c_0002690,u_00832,2025-05-07,low,at_peace,purpose,light_islamic
c_0002691,u_00832,2025-05-17,grateful,distant,purpose,universal
c_0002692,u_00835,2025-02-18,neutral,,faith,universal
c_0002693,u_00835,2025-02-23,grateful,distant,purpose,universal
c_0002694,u_00835,2025-02-27,good,at_peace,gratitude,universal
c_0002695,u_00835,2025-03-01,good,at_peace,work,universal
c_0002696,u_00835,2025-03-04,good,distant,gratitude,light_islamic
c_0002697,u_00835,2025-03-07,grateful,questioning,habits,light_islamic
c_0002698,u_00835,2025-03-08,good,at_peace,confidence,deeper_faith
c_0002699,u_00835,2025-03-18,low,at_peace,relationships,light_islamic
c_0002700,u_00835,2025-03-19,low,distant,faith,universal
c_0002701,u_00836,2025-10-25,grateful,,gratitude,universal
c_0002702,u_00836,2025-10-31,low,distant,self,universal
c_0002703,u_00836,2025-11-02,grateful,at_peace,relationships,universal
c_0002704,u_00836,2025-11-04,grateful,questioning,relationships,universal
c_0002705,u_00836,2025-11-12,good,distant,self,light_islamic
c_0002706,u_00836,2025-11-14,good,at_peace,gratitude,deeper_faith
c_0002707,u_00836,2025-11-20,good,distant,faith,light_islamic
c_0002708,u_00838,2025-06-14,good,,purpose,light_islamic
c_0002709,u_00838,2025-06-16,neutral,,relationships,universal
c_0002710,u_00838,2025-06-18,good,at_peace,burnout,light_islamic
c_0002711,u_00838,2025-06-20,good,at_peace,purpose,light_islamic
c_0002712,u_00838,2025-06-22,low,at_peace,burnout,light_islamic
c_0002713,u_00838,2025-06-27,neutral,hurting,relationships,universal
c_0002714,u_00838,2025-07-02,good,at_peace,relationships,universal
c_0002715,u_00838,2025-07-03,neutral,questioning,purpose,universal
c_0002716,u_00838,2025-07-06,good,at_peace,purpose,light_islamic
c_0002717,u_00839,2025-11-15,low,,anxiety,deeper_faith
c_0002718,u_00839,2025-11-16,grateful,,work,universal
c_0002719,u_00839,2025-11-23,low,distant,anxiety,light_islamic
c_0002720,u_00839,2025-11-26,good,at_peace,work,light_islamic
c_0002721,u_00839,2025-11-29,neutral,at_peace,confidence,universal
c_0002722,u_00839,2025-11-30,good,at_peace,confidence,deeper_faith
c_0002723,u_00840,2025-02-28,good,,work,light_islamic
c_0002724,u_00840,2025-03-01,low,,faith,light_islamic
c_0002725,u_00840,2025-03-05,neutral,questioning,anxiety,deeper_faith
c_0002726,u_00840,2025-03-06,low,questioning,burnout,deeper_faith
c_0002727,u_00840,2025-03-07,low,at_peace,work,universal
c_0002728,u_00840,2025-03-19,grateful,at_peace,burnout,universal
c_0002729,u_00840,2025-03-21,very_low,at_peace,burnout,light_islamic
c_0002730,u_00840,2025-03-25,good,questioning,habits,light_islamic
c_0002731,u_00842,2025-03-23,good,,gratitude,light_islamic
c_0002732,u_00842,2025-03-27,low,at_peace,work,universal
c_0002733,u_00842,2025-03-28,good,at_peace,habits,universal
c_0002734,u_00842,2025-04-07,neutral,at_peace,burnout,universal
c_0002735,u_00842,2025-04-08,grateful,at_peace,work,universal
c_0002736,u_00842,2025-04-22,very_low,at_peace,faith,light_islamic
c_0002737,u_00844,2025-01-02,grateful,,confidence,universal
c_0002738,u_00844,2025-01-03,good,,faith,universal
c_0002739,u_00844,2025-01-09,good,at_peace,gratitude,universal
c_0002740,u_00844,2025-01-15,low,questioning,relationships,universal
c_0002741,u_00844,2025-01-16,grateful,at_peace,relationships,deeper_faith
c_0002742,u_00844,2025-01-18,low,questioning,gratitude,light_islamic
c_0002743,u_00844,2025-01-20,neutral,at_peace,habits,deeper_faith
c_0002744,u_00844,2025-01-25,neutral,at_peace,faith,light_islamic
c_0002745,u_00844,2025-02-01,good,distant,gratitude,deeper_faith
c_0002746,u_00846,2025-05-23,grateful,,purpose,light_islamic
c_0002747,u_00846,2025-05-26,good,,habits,universal
c_0002748,u_00846,2025-05-27,grateful,at_peace,work,light_islamic
c_0002749,u_00846,2025-06-02,low,questioning,work,light_islamic
c_0002750,u_00846,2025-06-03,neutral,distant,burnout,light_islamic
c_0002751,u_00846,2025-06-16,neutral,at_peace,self,deeper_faith
c_0002752,u_00850,2025-02-02,good,,self,deeper_faith
c_0002753,u_00850,2025-02-05,low,,purpose,light_islamic
c_0002754,u_00850,2025-02-14,low,at_peace,habits,universal
c_0002755,u_00856,2025-02-23,good,,burnout,deeper_faith
c_0002756,u_00856,2025-02-26,neutral,,work,light_islamic
c_0002757,u_00856,2025-03-02,good,at_peace,habits,light_islamic
c_0002758,u_00856,2025-03-04,low,hurting,relationships,light_islamic
c_0002759,u_00856,2025-03-07,neutral,at_peace,self,universal
c_0002760,u_00856,2025-03-13,neutral,at_peace,anxiety,universal
c_0002761,u_00856,2025-03-14,low,at_peace,faith,light_islamic
c_0002762,u_00856,2025-03-23,good,at_peace,burnout,deeper_faith
c_0002763,u_00857,2025-10-17,grateful,,gratitude,light_islamic
c_0002764,u_00857,2025-10-19,good,,work,universal
c_0002765,u_00857,2025-10-26,good,questioning,confidence,universal
c_0002766,u_00857,2025-10-30,neutral,questioning,burnout,light_islamic
c_0002767,u_00860,2025-12-05,grateful,,burnout,light_islamic
c_0002768,u_00860,2025-12-06,good,,relationships,universal
c_0002769,u_00860,2025-12-12,grateful,distant,purpose,light_islamic
c_0002770,u_00860,2025-12-26,neutral,questioning,habits,deeper_faith
c_0002771,u_00860,2025-12-31,good,at_peace,gratitude,light_islamic
c_0002772,u_00863,2025-12-10,good,,anxiety,universal
c_0002773,u_00863,2025-12-12,low,,self,light_islamic
c_0002774,u_00863,2025-12-15,low,at_peace,relationships,deeper_faith
c_0002775,u_00863,2025-12-16,grateful,at_peace,gratitude,light_islamic
c_0002776,u_00863,2025-12-18,good,distant,faith,light_islamic
c_0002777,u_00863,2025-12-23,neutral,distant,anxiety,light_islamic
c_0002778,u_00863,2025-12-24,low,at_peace,work,deeper_faith
c_0002779,u_00863,2025-12-28,low,at_peace,gratitude,light_islamic
c_0002780,u_00863,2025-12-29,neutral,hurting,gratitude,universal
c_0002781,u_00863,2025-12-31,neutral,at_peace,work,universal
c_0002782,u_00866,2025-02-24,grateful,,confidence,universal
c_0002783,u_00866,2025-02-25,good,,gratitude,universal
c_0002784,u_00866,2025-02-27,grateful,,confidence,light_islamic
c_0002785,u_00866,2025-03-03,neutral,distant,habits,deeper_faith
c_0002786,u_00866,2025-03-09,neutral,distant,gratitude,universal
c_0002787,u_00866,2025-03-10,neutral,at_peace,anxiety,universal
c_0002788,u_00866,2025-03-16,neutral,at_peace,anxiety,universal
c_0002789,u_00868,2025-04-03,neutral,,anxiety,universal
c_0002790,u_00868,2025-04-11,neutral,distant,purpose,light_islamic
c_0002791,u_00868,2025-04-14,good,at_peace,purpose,deeper_faith
c_0002792,u_00868,2025-04-18,good,questioning,self,light_islamic
c_0002793,u_00868,2025-04-20,very_low,distant,self,universal
c_0002794,u_00868,2025-04-26,neutral,distant,relationships,universal
