entry_id,user_id,created_at,mood,topic,tone,faith_state,word_count,sentiment_score,sentiment_label,sentiment_analyzed
j_0002051,u_00863,2025-12-23 14:08:00,neutral,anxiety,light_islamic,distant,27,-0.255,negative,True
j_0002052,u_00863,2025-12-24 09:46:00,low,work,deeper_faith,at_peace,40,-0.15,negative,True
j_0002053,u_00863,2025-12-29 19:29:00,neutral,gratitude,universal,hurting,66,-0.23,negative,True
j_0002054,u_00863,2025-12-31 12:29:00,neutral,work,universal,at_peace,122,-0.197,negative,True
j_0002055,u_00866,2025-03-03 08:05:00,neutral,habits,deeper_faith,distant,53,-0.019,neutral,True
j_0002056,u_00868,2025-04-03 14:53:00,neutral,anxiety,universal,,182,0.034,neutral,True
j_0002057,u_00868,2025-04-11 07:14:00,neutral,purpose,light_islamic,distant,112,0.142,neutral,True
j_0002058,u_00868,2025-04-14 10:06:00,good,purpose,deeper_faith,at_peace,44,0.22,positive,True
j_0002059,u_00868,2025-04-18 07:44:00,good,self,light_islamic,questioning,92,0.671,positive,True
j_0002060,u_00868,2025-04-20 18:04:00,very_low,self,universal,distant,91,-0.588,negative,True
j_0002061,u_00868,2025-04-26 19:04:00,neutral,relationships,universal,distant,63,-0.05,neutral,True
j_0002062,u_00872,2025-10-08 22:15:00,neutral,burnout,universal,,67,-0.288,negative,True
j_0002063,u_00872,2025-10-10 20:42:00,grateful,purpose,light_islamic,,163,0.443,positive,True
j_0002064,u_00872,2025-10-15 11:03:00,good,relationships,universal,hurting,295,0.159,positive,True
j_0002065,u_00872,2025-10-17 17:48:00,neutral,relationships,universal,hurting,64,-0.012,neutral,True
j_0002066,u_00872,2025-10-21 09:43:00,low,relationships,deeper_faith,distant,79,-0.063,neutral,True
j_0002067,u_00872,2025-10-23 17:13:00,low,work,universal,at_peace,207,-0.039,neutral,True
j_0002068,u_00872,2025-10-28 07:50:00,very_low,burnout,universal,questioning,39,-0.596,negative,True
j_0002069,u_00872,2025-10-29 10:41:00,low,faith,universal,questioning,56,-0.176,negative,True
j_0002070,u_00873,2025-01-24 16:19:00,low,habits,deeper_faith,,52,0.068,neutral,True
j_0002071,u_00873,2025-02-05 20:25:00,low,habits,light_islamic,hurting,454,-0.406,negative,True
j_0002072,u_00873,2025-02-08 09:38:00,very_low,anxiety,universal,at_peace,61,-0.58,negative,True
j_0002073,u_00873,2025-02-09 16:02:00,good,gratitude,light_islamic,at_peace,81,0.175,positive,True
j_0002074,u_00873,2025-02-13 13:35:00,neutral,gratitude,deeper_faith,distant,98,-0.32,negative,True
j_0002075,u_00873,2025-02-17 14:01:00,grateful,burnout,light_islamic,at_peace,128,0.732,positive,True
j_0002076,u_00873,2025-02-23 10:42:00,good,work,universal,at_peace,169,-0.12,neutral,True
j_0002077,u_00874,2025-01-02 16:17:00,grateful,habits,light_islamic,,247,0.342,positive,True
j_0002078,u_00874,2025-01-04 18:13:00,low,relationships,light_islamic,,151,-0.129,neutral,True
j_0002079,u_00874,2025-01-08 15:32:00,good,relationships,universal,at_peace,98,-0.315,negative,True
j_0002080,u_00874,2025-01-14 20:31:00,neutral,confidence,universal,questioning,106,-0.384,negative,True
j_0002081,u_00874,2025-01-31 17:53:00,neutral,habits,universal,at_peace,83,0.265,positive,True
j_0002082,u_00875,2025-09-29 20:29:00,neutral,gratitude,deeper_faith,,142,0.248,positive,True
j_0002083,u_00875,2025-10-06 16:00:00,very_low,self,universal,questioning,203,-0.633,negative,True
j_0002084,u_00875,2025-10-09 09:29:00,good,burnout,light_islamic,hurting,34,0.282,positive,True
j_0002085,u_00875,2025-10-29 20:38:00,neutral,confidence,universal,at_peace,107,0.059,neutral,True
j_0002086,u_00876,2025-07-04 11:02:00,low,anxiety,universal,,46,-0.305,negative,True
j_0002087,u_00876,2025-07-05 20:07:00,low,faith,universal,,117,-0.246,negative,True
j_0002088,u_00876,2025-07-06 17:32:00,grateful,burnout,light_islamic,,93,0.877,positive,True
j_0002089,u_00876,2025-07-12 21:38:00,very_low,faith,universal,at_peace,58,-0.49,negative,True
j_0002090,u_00876,2025-07-13 07:29:00,low,anxiety,deeper_faith,hurting,53,-0.147,neutral,True
j_0002091,u_00876,2025-07-16 18:40:00,grateful,relationships,light_islamic,at_peace,34,0.475,positive,True
j_0002092,u_00876,2025-07-26 12:06:00,neutral,purpose,universal,at_peace,79,-0.139,neutral,True
j_0002093,u_00876,2025-07-27 09:21:00,low,self,deeper_faith,questioning,46,-0.184,negative,True
j_0002094,u_00876,2025-07-31 12:59:00,low,work,universal,questioning,56,0.187,positive,True
j_0002095,u_00878,2025-11-10 07:26:00,very_low,relationships,light_islamic,,90,-0.542,negative,True
j_0002096,u_00878,2025-11-27 14:31:00,good,faith,universal,questioning,49,0.352,positive,True
j_0002097,u_00878,2025-12-06 10:44:00,neutral,habits,light_islamic,at_peace,104,-0.016,neutral,True
j_0002098,u_00878,2025-12-07 12:52:00,good,habits,light_islamic,questioning,31,0.451,positive,True
j_0002099,u_00880,2025-10-16 22:01:00,good,purpose,deeper_faith,,37,-0.077,neutral,True
j_0002100,u_00880,2025-10-19 15:57:00,good,anxiety,light_islamic,,79,0.457,positive,True
j_0002101,u_00880,2025-10-23 17:35:00,neutral,confidence,universal,distant,56,0.628,positive,True
j_0002102,u_00880,2025-10-24 09:09:00,good,gratitude,universal,at_peace,355,0.309,positive,True
j_0002103,u_00880,2025-11-05 10:42:00,neutral,work,universal,at_peace,116,0.058,neutral,True
j_0002104,u_00880,2025-11-13 07:54:00,neutral,relationships,deeper_faith,at_peace,61,-0.253,negative,True
j_0002105,u_00880,2025-11-14 14:58:00,good,purpose,light_islamic,hurting,93,0.474,positive,True
j_0002106,u_00881,2025-09-27 15:13:00,good,gratitude,universal,at_peace,165,0.392,positive,True
j_0002107,u_00881,2025-09-29 07:46:00,neutral,confidence,universal,at_peace,22,-0.24,negative,True
j_0002108,u_00883,2025-09-13 07:18:00,good,habits,deeper_faith,,274,0.519,positive,True
j_0002109,u_00883,2025-09-14 19:57:00,good,gratitude,deeper_faith,,44,0.455,positive,True
j_0002110,u_00883,2025-09-15 07:35:00,good,self,light_islamic,,137,0.17,positive,True
j_0002111,u_00883,2025-09-29 08:50:00,low,self,universal,at_peace,104,-0.279,negative,True
j_0002112,u_00883,2025-10-02 08:33:00,low,purpose,universal,at_peace,152,-0.312,negative,True
j_0002113,u_00883,2025-10-06 18:37:00,good,faith,light_islamic,distant,72,0.073,neutral,True
j_0002114,u_00885,2025-11-03 14:39:00,neutral,anxiety,universal,,110,-0.114,neutral,True
j_0002115,u_00885,2025-11-11 07:20:00,neutral,work,universal,distant,97,0.058,neutral,True
j_0002116,u_00885,2025-11-15 09:43:00,good,faith,universal,questioning,89,0.233,positive,True
j_0002117,u_00885,2025-11-16 20:33:00,grateful,habits,light_islamic,at_peace,44,0.714,positive,True
j_0002118,u_00885,2025-11-19 15:49:00,neutral,confidence,light_islamic,distant,155,-0.037,neutral,True
j_0002119,u_00885,2025-11-20 15:10:00,grateful,purpose,light_islamic,hurting,61,0.164,positive,True
j_0002120,u_00885,2025-11-27 19:44:00,good,habits,light_islamic,at_peace,222,0.409,positive,True
j_0002121,u_00885,2025-11-30 14:09:00,good,self,light_islamic,hurting,87,0.68,positive,True
j_0002122,u_00888,2025-12-02 20:32:00,grateful,relationships,universal,at_peace,100,1.0,positive,True
j_0002123,u_00888,2025-12-07 13:05:00,good,confidence,universal,questioning,25,0.055,neutral,True
j_0002124,u_00888,2025-12-10 09:14:00,neutral,work,light_islamic,at_peace,80,0.073,neutral,True
j_0002125,u_00888,2025-12-13 15:49:00,neutral,work,universal,at_peace,69,0.094,neutral,True
j_0002126,u_00888,2025-12-18 09:59:00,very_low,gratitude,deeper_faith,questioning,67,-0.573,negative,True
j_0002127,u_00888,2025-12-19 09:48:00,very_low,self,light_islamic,distant,61,-0.552,negative,True
j_0002128,u_00889,2025-03-30 09:59:00,grateful,burnout,light_islamic,,60,0.732,positive,True
j_0002129,u_00889,2025-04-18 13:04:00,grateful,anxiety,deeper_faith,distant,78,0.888,positive,True
j_0002130,u_00889,2025-04-26 18:46:00,good,purpose,deeper_faith,hurting,167,0.387,positive,True
j_0002131,u_00889,2025-04-28 21:51:00,good,self,universal,distant,95,0.265,positive,True
j_0002132,u_00890,2025-08-17 08:13:00,good,habits,light_islamic,,44,-0.013,neutral,True
j_0002133,u_00890,2025-09-07 15:55:00,low,work,light_islamic,questioning,30,0.129,neutral,True
j_0002134,u_00890,2025-09-08 14:53:00,good,burnout,light_islamic,distant,106,0.111,neutral,True
j_0002135,u_00890,2025-09-10 20:18:00,good,work,light_islamic,distant,74,0.266,positive,True
j_0002136,u_00891,2025-12-26 08:51:00,low,confidence,light_islamic,,57,-0.298,negative,True
j_0002137,u_00891,2025-12-28 13:34:00,good,self,light_islamic,,69,0.36,positive,True
j_0002138,u_00891,2025-12-30 07:28:00,good,work,light_islamic,at_peace,136,-0.041,neutral,True
j_0002139,u_00891,2026-01-08 09:34:00,good,habits,light_islamic,at_peace,64,0.294,positive,True
j_0002140,u_00891,2026-01-11 16:19:00,good,purpose,light_islamic,at_peace,58,0.095,neutral,True
j_0002141,u_00891,2026-01-20 19:17:00,very_low,faith,universal,at_peace,85,-0.963,negative,True
j_0002142,u_00891,2026-01-22 08:13:00,neutral,confidence,universal,at_peace,57,-0.123,neutral,True
j_0002143,u_00891,2026-01-25 12:24:00,neutral,purpose,universal,distant,52,0.141,neutral,True
j_0002144,u_00900,2025-03-21 16:15:00,neutral,anxiety,universal,at_peace,103,0.134,neutral,True
j_0002145,u_00900,2025-03-23 17:43:00,good,self,light_islamic,distant,88,0.071,neutral,True
j_0002146,u_00900,2025-03-27 08:29:00,neutral,burnout,light_islamic,distant,106,-0.208,negative,True
j_0002147,u_00900,2025-04-01 20:36:00,neutral,anxiety,deeper_faith,at_peace,37,0.052,neutral,True
j_0002148,u_00900,2025-04-08 13:41:00,good,gratitude,light_islamic,at_peace,87,0.401,positive,True
j_0002149,u_00900,2025-04-11 16:44:00,low,purpose,light_islamic,questioning,113,-0.419,negative,True
j_0002150,u_00901,2025-06-28 08:51:00,good,self,universal,,47,-0.12,neutral,True
j_0002151,u_00901,2025-06-30 18:53:00,grateful,anxiety,universal,,114,0.374,positive,True
j_0002152,u_00901,2025-07-04 18:19:00,grateful,habits,universal,hurting,62,0.514,positive,True
j_0002153,u_00901,2025-07-06 22:08:00,good,faith,universal,hurting,133,0.222,positive,True
j_0002154,u_00901,2025-07-11 08:41:00,good,habits,light_islamic,at_peace,17,0.285,positive,True
j_0002155,u_00901,2025-07-19 15:55:00,good,gratitude,light_islamic,questioning,29,0.09,neutral,True
j_0002156,u_00904,2025-03-14 13:27:00,very_low,relationships,light_islamic,,70,-0.501,negative,True
j_0002157,u_00904,2025-03-15 14:27:00,neutral,work,deeper_faith,,44,-0.057,neutral,True
j_0002158,u_00904,2025-03-17 13:55:00,good,purpose,universal,,14,-0.13,neutral,True
j_0002159,u_00904,2025-03-19 08:29:00,low,relationships,universal,questioning,38,-0.417,negative,True
j_0002160,u_00904,2025-03-27 11:45:00,grateful,relationships,universal,hurting,111,0.579,positive,True
j_0002161,u_00904,2025-04-01 09:36:00,good,habits,universal,at_peace,30,0.438,positive,True
j_0002162,u_00904,2025-04-07 08:35:00,good,confidence,light_islamic,at_peace,40,0.43,positive,True
j_0002163,u_00907,2025-03-14 19:51:00,good,habits,universal,,86,0.422,positive,True
j_0002164,u_00907,2025-03-15 17:04:00,very_low,gratitude,deeper_faith,,73,-0.66,negative,True
j_0002165,u_00907,2025-03-17 21:52:00,good,relationships,universal,,61,0.07,neutral,True
j_0002166,u_00907,2025-03-20 21:37:00,neutral,gratitude,deeper_faith,at_peace,57,0.328,positive,True
j_0002167,u_00907,2025-03-22 11:01:00,good,gratitude,light_islamic,distant,29,0.473,positive,True
j_0002168,u_00907,2025-04-03 10:47:00,grateful,purpose,light_islamic,at_peace,64,0.368,positive,True
j_0002169,u_00907,2025-04-04 12:59:00,low,self,deeper_faith,at_peace,90,-0.027,neutral,True
j_0002170,u_00907,2025-04-10 11:10:00,neutral,faith,universal,questioning,63,-0.199,negative,True
j_0002171,u_00911,2025-08-23 12:10:00,very_low,self,light_islamic,questioning,94,-0.646,negative,True
j_0002172,u_00911,2025-08-24 16:38:00,good,faith,deeper_faith,at_peace,150,0.255,positive,True
j_0002173,u_00911,2025-08-25 08:39:00,very_low,habits,universal,at_peace,122,-0.586,negative,True
j_0002174,u_00911,2025-08-29 17:42:00,good,burnout,light_islamic,distant,120,0.005,neutral,True
j_0002175,u_00911,2025-09-02 20:24:00,good,purpose,light_islamic,distant,229,0.42,positive,True
j_0002176,u_00911,2025-09-03 10:35:00,good,relationships,light_islamic,at_peace,73,0.479,positive,True
j_0002177,u_00911,2025-09-13 13:36:00,good,anxiety,universal,at_peace,43,0.398,positive,True
j_0002178,u_00914,2025-12-02 16:50:00,neutral,burnout,deeper_faith,,20,-0.001,neutral,True
j_0002179,u_00914,2025-12-04 14:12:00,neutral,burnout,light_islamic,,90,-0.166,negative,True
j_0002180,u_00914,2025-12-09 17:30:00,grateful,burnout,universal,distant,71,0.477,positive,True
j_0002181,u_00914,2025-12-13 15:59:00,neutral,faith,light_islamic,at_peace,181,-0.0,neutral,True
j_0002182,u_00917,2025-10-30 10:43:00,neutral,self,universal,,35,-0.026,neutral,True
j_0002183,u_00917,2025-10-31 13:31:00,good,anxiety,light_islamic,,135,0.11,neutral,True
j_0002184,u_00917,2025-11-01 15:17:00,good,relationships,light_islamic,,97,0.308,positive,True
j_0002185,u_00917,2025-11-07 16:59:00,good,purpose,universal,questioning,24,0.469,positive,True
j_0002186,u_00917,2025-11-09 18:43:00,very_low,purpose,universal,at_peace,36,-0.4,negative,True
j_0002187,u_00917,2025-11-11 07:30:00,good,self,universal,distant,75,0.112,neutral,True
j_0002188,u_00917,2025-11-23 19:10:00,good,self,deeper_faith,hurting,291,0.399,positive,True
j_0002189,u_00917,2025-11-25 07:38:00,neutral,work,light_islamic,distant,79,-0.126,neutral,True
j_0002190,u_00917,2025-11-26 13:34:00,good,gratitude,light_islamic,at_peace,65,0.118,neutral,True
j_0002191,u_00918,2025-09-13 08:47:00,grateful,relationships,light_islamic,,73,0.298,positive,True
j_0002192,u_00918,2025-09-30 21:39:00,low,faith,light_islamic,questioning,85,-0.428,negative,True
j_0002193,u_00918,2025-10-01 15:21:00,good,confidence,universal,distant,40,0.303,positive,True
j_0002194,u_00918,2025-10-05 10:26:00,good,habits,light_islamic,at_peace,230,0.571,positive,True
j_0002195,u_00919,2025-01-14 17:29:00,neutral,purpose,universal,,53,-0.251,negative,True
j_0002196,u_00919,2025-01-15 07:27:00,neutral,self,light_islamic,,36,-0.159,negative,True
j_0002197,u_00919,2025-01-20 18:32:00,very_low,burnout,deeper_faith,questioning,60,-0.58,negative,True
j_0002198,u_00919,2025-02-02 20:25:00,good,relationships,light_islamic,questioning,88,0.02,neutral,True
j_0002199,u_00919,2025-02-05 19:53:00,good,habits,universal,at_peace,140,0.059,neutral,True
j_0002200,u_00919,2025-02-09 20:02:00,low,work,light_islamic,at_peace,38,-0.419,negative,True
j_0002201,u_00920,2025-11-25 18:23:00,neutral,anxiety,light_islamic,,23,0.029,neutral,True
j_0002202,u_00920,2025-11-26 21:31:00,grateful,work,light_islamic,,44,0.583,positive,True
j_0002203,u_00920,2025-12-02 20:26:00,low,faith,universal,distant,108,-0.222,negative,True
j_0002204,u_00920,2025-12-04 20:50:00,neutral,work,light_islamic,at_peace,33,-0.05,neutral,True
j_0002205,u_00920,2025-12-07 14:46:00,good,burnout,light_islamic,questioning,28,0.647,positive,True
j_0002206,u_00920,2025-12-12 17:37:00,very_low,purpose,deeper_faith,at_peace,77,-0.789,negative,True
j_0002207,u_00922,2025-02-27 15:55:00,neutral,relationships,deeper_faith,,79,0.373,positive,True
j_0002208,u_00922,2025-02-28 19:14:00,neutral,work,deeper_faith,,100,-0.053,neutral,True
j_0002209,u_00922,2025-03-02 18:38:00,neutral,faith,light_islamic,at_peace,32,0.219,positive,True
j_0002210,u_00922,2025-03-05 21:08:00,good,purpose,universal,at_peace,95,0.649,positive,True
j_0002211,u_00923,2025-03-08 19:07:00,good,anxiety,universal,,72,0.056,neutral,True
j_0002212,u_00923,2025-03-10 16:52:00,grateful,confidence,universal,,104,0.421,positive,True
j_0002213,u_00923,2025-03-12 14:20:00,good,purpose,universal,questioning,141,0.295,positive,True
j_0002214,u_00923,2025-03-15 14:22:00,good,self,deeper_faith,at_peace,172,0.151,positive,True
j_0002215,u_00923,2025-03-20 17:51:00,very_low,purpose,light_islamic,at_peace,87,-0.516,negative,True
j_0002216,u_00923,2025-03-24 19:37:00,good,purpose,universal,questioning,103,0.601,positive,True
j_0002217,u_00924,2025-04-21 21:52:00,very_low,gratitude,light_islamic,questioning,58,-0.46,negative,True
j_0002218,u_00924,2025-04-22 10:36:00,good,gratitude,universal,at_peace,37,0.152,positive,True
j_0002219,u_00924,2025-04-27 21:42:00,low,self,light_islamic,at_peace,76,0.008,neutral,True
j_0002220,u_00924,2025-05-02 18:01:00,good,confidence,light_islamic,distant,138,0.378,positive,True
j_0002221,u_00924,2025-05-04 11:17:00,neutral,faith,light_islamic,at_peace,111,-0.01,neutral,True
j_0002222,u_00924,2025-05-17 19:10:00,low,purpose,universal,distant,116,-0.105,neutral,True
j_0002223,u_00926,2025-02-10 22:00:00,grateful,faith,light_islamic,,50,0.575,positive,True
j_0002224,u_00926,2025-02-13 08:42:00,good,relationships,light_islamic,,60,0.384,positive,True
j_0002225,u_00926,2025-02-14 14:29:00,neutral,anxiety,light_islamic,at_peace,53,0.113,neutral,True
j_0002226,u_00926,2025-02-19 20:08:00,good,purpose,light_islamic,hurting,352,0.406,positive,True
j_0002227,u_00926,2025-02-26 21:09:00,good,relationships,light_islamic,distant,68,0.243,positive,True
j_0002228,u_00926,2025-03-11 10:28:00,good,confidence,light_islamic,at_peace,45,0.166,positive,True
j_0002229,u_00927,2025-09-24 16:59:00,grateful,gratitude,universal,,84,0.376,positive,True
j_0002230,u_00927,2025-10-04 19:06:00,good,faith,deeper_faith,at_peace,105,0.04,neutral,True
j_0002231,u_00928,2025-12-18 10:23:00,good,faith,universal,,24,0.032,neutral,True
j_0002232,u_00928,2025-12-20 17:00:00,very_low,faith,light_islamic,,76,-0.859,negative,True
j_0002233,u_00928,2025-12-21 11:05:00,neutral,relationships,deeper_faith,,70,-0.051,neutral,True
j_0002234,u_00932,2025-02-22 17:19:00,neutral,anxiety,light_islamic,,32,-0.085,neutral,True
j_0002235,u_00934,2025-08-15 08:39:00,low,purpose,universal,,69,0.136,neutral,True
j_0002236,u_00934,2025-08-19 18:13:00,good,anxiety,light_islamic,at_peace,34,0.652,positive,True
j_0002237,u_00934,2025-09-10 17:23:00,good,self,light_islamic,at_peace,178,0.18,positive,True
j_0002238,u_00939,2025-01-28 17:22:00,grateful,habits,universal,questioning,150,0.393,positive,True
j_0002239,u_00939,2025-02-07 18:06:00,neutral,relationships,universal,at_peace,78,0.123,neutral,True
j_0002240,u_00939,2025-02-11 19:45:00,good,confidence,deeper_faith,hurting,59,0.175,positive,True
j_0002241,u_00939,2025-02-13 09:31:00,good,burnout,deeper_faith,at_peace,56,0.336,positive,True
j_0002242,u_00939,2025-02-20 17:59:00,neutral,burnout,light_islamic,questioning,25,0.237,positive,True
j_0002243,u_00943,2025-04-22 07:36:00,neutral,gratitude,deeper_faith,,164,0.089,neutral,True
j_0002244,u_00943,2025-05-17 11:14:00,good,habits,deeper_faith,questioning,105,0.283,positive,True
j_0002245,u_00945,2025-02-10 20:28:00,neutral,faith,universal,,35,0.052,neutral,True
j_0002246,u_00945,2025-02-12 14:35:00,neutral,faith,deeper_faith,,107,-0.485,negative,True
j_0002247,u_00945,2025-02-18 11:33:00,neutral,faith,universal,questioning,150,0.209,positive,True
j_0002248,u_00945,2025-03-09 19:23:00,neutral,anxiety,light_islamic,at_peace,44,-0.233,negative,True
j_0002249,u_00945,2025-03-11 18:57:00,very_low,faith,universal,distant,36,-0.341,negative,True
j_0002250,u_00946,2025-08-15 14:05:00,good,habits,universal,,32,0.486,positive,True
j_0002251,u_00946,2025-08-19 16:34:00,low,purpose,universal,distant,27,-0.175,negative,True
j_0002252,u_00946,2025-08-30 13:12:00,good,burnout,universal,at_peace,33,0.372,positive,True
j_0002253,u_00946,2025-09-06 17:43:00,low,confidence,light_islamic,at_peace,40,-0.014,neutral,True
j_0002254,u_00949,2025-05-24 13:24:00,very_low,relationships,universal,,61,-0.456,negative,True
j_0002255,u_00949,2025-05-26 09:22:00,good,gratitude,light_islamic,,109,0.042,neutral,True
j_0002256,u_00949,2025-06-05 14:32:00,good,anxiety,universal,at_peace,88,-0.091,neutral,True
j_0002257,u_00949,2025-06-09 12:29:00,good,work,universal,distant,61,0.089,neutral,True
j_0002258,u_00949,2025-06-12 18:14:00,neutral,burnout,deeper_faith,at_peace,78,-0.04,neutral,True
j_0002259,u_00950,2025-01-25 14:33:00,neutral,anxiety,universal,,63,0.084,neutral,True
j_0002260,u_00950,2025-01-30 19:09:00,low,faith,light_islamic,at_peace,278,-0.348,negative,True
j_0002261,u_00950,2025-02-08 20:29:00,neutral,work,universal,at_peace,92,0.457,positive,True
j_0002262,u_00951,2025-12-01 11:59:00,grateful,confidence,deeper_faith,,13,0.333,positive,True
j_0002263,u_00951,2025-12-03 20:44:00,good,relationships,light_islamic,,109,0.516,positive,True
j_0002264,u_00951,2025-12-15 09:25:00,good,burnout,deeper_faith,questioning,116,0.007,neutral,True
j_0002265,u_00951,2025-12-20 20:43:00,neutral,gratitude,universal,at_peace,46,-0.063,neutral,True
j_0002266,u_00951,2025-12-31 17:12:00,neutral,relationships,universal,at_peace,84,-0.637,negative,True
j_0002267,u_00954,2025-12-08 10:02:00,good,purpose,universal,,21,0.302,positive,True
j_0002268,u_00954,2025-12-23 07:25:00,grateful,burnout,universal,at_peace,35,0.255,positive,True
j_0002269,u_00954,2025-12-29 20:09:00,grateful,burnout,light_islamic,distant,57,0.645,positive,True
j_0002270,u_00956,2025-05-31 10:52:00,neutral,work,universal,,172,0.136,neutral,True
j_0002271,u_00956,2025-06-08 11:23:00,neutral,relationships,deeper_faith,distant,497,0.159,positive,True
j_0002272,u_00956,2025-06-09 10:23:00,good,anxiety,light_islamic,distant,34,0.411,positive,True
j_0002273,u_00956,2025-06-13 10:15:00,good,purpose,deeper_faith,at_peace,117,0.778,positive,True
j_0002274,u_00958,2025-08-10 18:18:00,neutral,habits,deeper_faith,,30,-0.12,neutral,True
j_0002275,u_00958,2025-08-13 16:21:00,good,anxiety,deeper_faith,,75,0.119,neutral,True
j_0002276,u_00958,2025-08-18 21:20:00,grateful,burnout,light_islamic,at_peace,71,0.842,positive,True
j_0002277,u_00958,2025-08-22 07:40:00,good,faith,light_islamic,at_peace,121,0.303,positive,True
j_0002278,u_00958,2025-08-27 16:02:00,good,relationships,universal,at_peace,129,0.086,neutral,True
j_0002279,u_00960,2025-02-25 11:33:00,good,confidence,light_islamic,,67,0.391,positive,True
j_0002280,u_00960,2025-02-27 08:15:00,good,relationships,light_islamic,,203,0.026,neutral,True
j_0002281,u_00960,2025-03-17 09:30:00,very_low,confidence,light_islamic,at_peace,80,-0.727,negative,True
j_0002282,u_00964,2025-09-03 09:32:00,grateful,faith,deeper_faith,,93,0.393,positive,True
j_0002283,u_00964,2025-09-05 20:15:00,good,self,deeper_faith,,251,0.431,positive,True
j_0002284,u_00964,2025-09-10 11:49:00,grateful,faith,universal,distant,82,0.286,positive,True
j_0002285,u_00964,2025-09-16 11:39:00,grateful,relationships,universal,at_peace,87,0.173,positive,True
j_0002286,u_00964,2025-09-19 13:27:00,good,habits,light_islamic,at_peace,73,-0.019,neutral,True
j_0002287,u_00964,2025-09-25 13:49:00,good,habits,deeper_faith,distant,21,0.358,positive,True
j_0002288,u_00966,2025-04-11 10:19:00,neutral,work,universal,,112,-0.335,negative,True
j_0002289,u_00966,2025-04-15 08:28:00,grateful,gratitude,universal,at_peace,70,0.477,positive,True
j_0002290,u_00966,2025-04-16 18:33:00,very_low,self,light_islamic,questioning,14,-0.618,negative,True
j_0002291,u_00966,2025-04-24 15:42:00,neutral,relationships,universal,at_peace,143,-0.127,neutral,True
j_0002292,u_00966,2025-05-03 12:12:00,good,anxiety,universal,at_peace,290,0.367,positive,True
j_0002293,u_00966,2025-05-10 16:50:00,grateful,anxiety,universal,at_peace,36,0.856,positive,True
j_0002294,u_00968,2025-12-17 13:44:00,neutral,work,universal,,79,-0.024,neutral,True
j_0002295,u_00968,2025-12-19 09:37:00,neutral,self,universal,,40,-0.258,negative,True
j_0002296,u_00968,2025-12-21 14:36:00,grateful,confidence,universal,at_peace,45,0.647,positive,True
j_0002297,u_00968,2026-01-01 22:20:00,low,relationships,universal,questioning,64,-0.193,negative,True
j_0002298,u_00968,2026-01-04 15:19:00,grateful,gratitude,deeper_faith,questioning,63,0.213,positive,True
j_0002299,u_00970,2025-12-21 17:01:00,neutral,purpose,light_islamic,,27,0.152,positive,True
j_0002300,u_00970,2025-12-24 17:05:00,good,work,deeper_faith,,126,0.573,positive,True
j_0002301,u_00970,2025-12-29 09:14:00,good,relationships,light_islamic,questioning,63,0.294,positive,True
j_0002302,u_00970,2026-01-03 11:53:00,neutral,habits,universal,hurting,211,-0.011,neutral,True
j_0002303,u_00970,2026-01-04 10:44:00,neutral,gratitude,light_islamic,at_peace,83,0.237,positive,True
j_0002304,u_00970,2026-01-06 17:01:00,grateful,purpose,universal,distant,50,0.697,positive,True
j_0002305,u_00973,2025-12-16 11:46:00,good,work,light_islamic,,156,-0.052,neutral,True
j_0002306,u_00973,2025-12-17 07:31:00,very_low,work,light_islamic,,151,-0.554,negative,True
j_0002307,u_00973,2025-12-18 08:31:00,good,relationships,deeper_faith,,67,0.464,positive,True
j_0002308,u_00973,2025-12-19 13:46:00,neutral,burnout,light_islamic,,131,0.242,positive,True
j_0002309,u_00973,2025-12-29 11:51:00,neutral,confidence,universal,hurting,129,-0.03,neutral,True
j_0002310,u_00973,2026-01-03 13:17:00,neutral,confidence,light_islamic,at_peace,23,-0.327,negative,True
j_0002311,u_00973,2026-01-07 18:25:00,low,confidence,deeper_faith,at_peace,35,-0.041,neutral,True
j_0002312,u_00973,2026-01-14 16:36:00,good,self,universal,at_peace,170,0.281,positive,True
j_0002313,u_00974,2025-01-07 14:23:00,good,work,deeper_faith,,109,0.244,positive,True
j_0002314,u_00974,2025-01-17 14:48:00,neutral,purpose,universal,at_peace,64,-0.055,neutral,True
j_0002315,u_00974,2025-01-29 09:35:00,good,self,universal,distant,124,0.234,positive,True
j_0002316,u_00977,2025-08-18 10:12:00,good,gratitude,universal,,32,0.144,neutral,True
j_0002317,u_00977,2025-08-21 18:49:00,neutral,purpose,light_islamic,,77,0.193,positive,True
j_0002318,u_00977,2025-08-22 12:32:00,low,faith,deeper_faith,at_peace,43,-0.206,negative,True
j_0002319,u_00977,2025-08-23 09:36:00,good,work,universal,questioning,28,0.274,positive,True
j_0002320,u_00977,2025-08-26 11:30:00,good,purpose,light_islamic,at_peace,98,0.453,positive,True
j_0002321,u_00977,2025-09-03 14:05:00,neutral,confidence,universal,questioning,67,0.058,neutral,True
j_0002322,u_00977,2025-09-10 21:52:00,low,anxiety,light_islamic,distant,55,-0.416,negative,True
j_0002323,u_00977,2025-09-12 19:10:00,neutral,habits,universal,at_peace,26,0.113,neutral,True
j_0002324,u_00980,2025-01-07 12:03:00,good,self,light_islamic,,165,0.389,positive,True
j_0002325,u_00980,2025-01-08 13:38:00,good,gratitude,light_islamic,,39,0.203,positive,True
j_0002326,u_00980,2025-01-13 16:01:00,good,purpose,universal,questioning,40,0.234,positive,True
