notification_id,user_id,sent_at,notification_type,delivery_status,tapped,tapped_at
n_0000628,u_01584,2025-06-23 09:00:00,inspire,delivered,False,
n_0000629,u_02502,2025-10-18 08:00:00,inspire,delivered,False,
n_0000630,u_02502,2025-09-26 08:00:00,programme_day,delivered,False,
n_0000631,u_02502,2025-10-14 09:00:00,daily_reflection,delivered,True,2025-10-14 10:32:00
n_0000632,u_02848,2025-06-27 16:00:00,inspire,delivered,False,
n_0000633,u_01444,2025-02-27 20:00:00,programme_day,delivered,False,
n_0000634,u_01444,2025-02-16 12:00:00,programme_day,delivered,False,
n_0000635,u_02894,2025-10-24 15:00:00,daily_reflection,delivered,True,2025-10-24 17:56:00
n_0000636,u_01801,2025-10-30 13:00:00,programme_day,delivered,False,
n_0000637,u_01801,2025-11-16 09:00:00,inspire,delivered,True,2025-11-16 10:25:00
n_0000638,u_01124,2025-06-11 15:00:00,daily_reflection,delivered,False,
n_0000639,u_01124,2025-05-29 20:00:00,daily_reflection,delivered,False,
n_0000640,u_01124,2025-06-22 11:00:00,daily_reflection,delivered,False,
n_0000641,u_01810,2025-03-04 15:00:00,daily_reflection,delivered,False,
n_0000642,u_01810,2025-03-03 13:00:00,programme_day,delivered,False,
n_0000643,u_01810,2025-03-18 16:00:00,programme_day,delivered,False,
n_0000644,u_02307,2025-02-06 19:00:00,daily_reflection,delivered,False,
n_0000645,u_01586,2025-11-10 20:00:00,programme_day,delivered,False,
n_0000646,u_01586,2025-12-01 16:00:00,daily_reflection,delivered,True,2025-12-01 16:47:00
n_0000647,u_01969,2026-01-10 17:00:00,programme_day,delivered,True,2026-01-10 18:27:00
n_0000648,u_01969,2026-01-16 17:00:00,programme_day,delivered,False,
n_0000649,u_01969,2026-01-01 18:00:00,programme_day,delivered,False,
n_0000650,u_01515,2025-12-22 14:00:00,daily_reflection,delivered,False,
n_0000651,u_01658,2025-12-24 15:00:00,daily_reflection,delivered,False,
n_0000652,u_01658,2025-12-29 12:00:00,inspire,delivered,True,2025-12-29 13:37:00
n_0000653,u_01658,2026-01-18 09:00:00,daily_reflection,delivered,True,2026-01-18 10:16:00
n_0000654,u_00616,2025-12-16 14:00:00,daily_reflection,delivered,False,
n_0000655,u_01480,2025-02-04 16:00:00,daily_reflection,delivered,True,2025-02-04 18:25:00
n_0000656,u_01070,2025-03-17 09:00:00,daily_reflection,delivered,False,
n_0000657,u_02003,2025-07-12 15:00:00,inspire,delivered,True,2025-07-12 16:59:00
n_0000658,u_00317,2025-09-06 19:00:00,inspire,delivered,False,
n_0000659,u_00317,2025-09-13 10:00:00,inspire,delivered,False,
n_0000660,u_00317,2025-08-26 19:00:00,daily_reflection,delivered,False,
n_0000661,u_00461,2025-06-30 14:00:00,daily_reflection,delivered,False,
n_0000662,u_00461,2025-06-06 20:00:00,daily_reflection,delivered,False,
n_0000663,u_00509,2025-03-11 16:00:00,inspire,delivered,False,
n_0000664,u_00509,2025-03-18 09:00:00,programme_day,failed,False,
n_0000665,u_00509,2025-03-12 15:00:00,inspire,delivered,False,
n_0000666,u_00666,2026-01-14 11:00:00,programme_day,delivered,False,
n_0000667,u_01963,2025-05-04 10:00:00,programme_day,delivered,True,2025-05-04 11:29:00
n_0000668,u_02410,2025-06-22 19:00:00,daily_reflection,delivered,False,
n_0000669,u_02410,2025-06-17 17:00:00,daily_reflection,delivered,False,
n_0000670,u_02962,2025-05-05 16:00:00,programme_day,delivered,False,
n_0000671,u_02179,2025-12-13 19:00:00,programme_day,delivered,True,2025-12-13 19:02:00
n_0000672,u_02179,2025-12-21 17:00:00,daily_reflection,delivered,False,
n_0000673,u_02133,2025-03-07 15:00:00,daily_reflection,delivered,False,
n_0000674,u_02133,2025-02-20 08:00:00,daily_reflection,delivered,False,
n_0000675,u_02133,2025-02-18 10:00:00,daily_reflection,delivered,False,
n_0000676,u_00992,2025-10-24 15:00:00,daily_reflection,delivered,True,2025-10-24 15:58:00
n_0000677,u_01301,2025-08-14 14:00:00,daily_reflection,delivered,True,2025-08-14 15:53:00
n_0000678,u_01301,2025-07-27 15:00:00,inspire,delivered,True,2025-07-27 16:29:00
n_0000679,u_01301,2025-08-13 13:00:00,inspire,delivered,False,
n_0000680,u_00045,2025-09-02 17:00:00,daily_reflection,delivered,True,2025-09-02 18:15:00
n_0000681,u_00793,2025-09-04 19:00:00,programme_day,delivered,False,
n_0000682,u_02903,2025-03-14 19:00:00,daily_reflection,delivered,False,
n_0000683,u_02903,2025-03-16 20:00:00,programme_day,delivered,False,
n_0000684,u_02903,2025-03-28 09:00:00,inspire,delivered,False,
n_0000685,u_02829,2025-12-10 20:00:00,daily_reflection,delivered,False,
n_0000686,u_01889,2025-06-27 13:00:00,programme_day,delivered,False,
n_0000687,u_01889,2025-06-14 17:00:00,programme_day,delivered,False,
n_0000688,u_01614,2025-09-14 20:00:00,daily_reflection,delivered,False,
n_0000689,u_01614,2025-09-09 17:00:00,daily_reflection,delivered,True,2025-09-09 19:33:00
n_0000690,u_02230,2025-07-23 16:00:00,daily_reflection,delivered,False,
n_0000691,u_02230,2025-07-19 14:00:00,inspire,delivered,True,2025-07-19 16:24:00
n_0000692,u_02230,2025-07-13 17:00:00,programme_day,delivered,True,2025-07-13 18:37:00
n_0000693,u_00358,2025-07-08 19:00:00,programme_day,delivered,False,
n_0000694,u_00358,2025-06-30 15:00:00,daily_reflection,delivered,False,
n_0000695,u_00358,2025-06-23 10:00:00,daily_reflection,delivered,True,2025-06-23 10:29:00
n_0000696,u_02143,2025-04-23 15:00:00,daily_reflection,delivered,False,
n_0000697,u_02481,2025-06-28 08:00:00,daily_reflection,delivered,True,2025-06-28 10:08:00
n_0000698,u_00958,2025-09-01 11:00:00,daily_reflection,delivered,True,2025-09-01 11:10:00
n_0000699,u_00958,2025-08-30 08:00:00,programme_day,delivered,False,
n_0000700,u_02139,2025-06-30 13:00:00,daily_reflection,delivered,False,
n_0000701,u_02139,2025-06-21 15:00:00,programme_day,delivered,False,
n_0000702,u_02237,2025-06-22 13:00:00,daily_reflection,delivered,False,
n_0000703,u_02237,2025-07-07 16:00:00,programme_day,delivered,False,
n_0000704,u_01371,2025-05-19 11:00:00,programme_day,delivered,False,
n_0000705,u_01371,2025-04-28 16:00:00,inspire,delivered,False,
n_0000706,u_01371,2025-05-13 13:00:00,daily_reflection,delivered,False,
n_0000707,u_02969,2025-06-20 18:00:00,inspire,delivered,True,2025-06-20 19:26:00
n_0000708,u_02969,2025-06-04 11:00:00,daily_reflection,delivered,False,
n_0000709,u_01826,2025-05-26 09:00:00,inspire,delivered,False,
n_0000710,u_00829,2025-08-20 16:00:00,programme_day,delivered,False,
n_0000711,u_00354,2026-01-10 09:00:00,daily_reflection,delivered,False,
n_0000712,u_00354,2026-01-04 12:00:00,daily_reflection,delivered,False,
n_0000713,u_00354,2026-01-09 14:00:00,daily_reflection,delivered,False,
n_0000714,u_01256,2025-08-17 16:00:00,inspire,delivered,False,
n_0000715,u_01256,2025-08-05 09:00:00,inspire,delivered,True,2025-08-05 10:23:00
n_0000716,u_00148,2025-04-23 10:00:00,daily_reflection,delivered,False,
n_0000717,u_01015,2025-02-09 16:00:00,daily_reflection,delivered,False,
n_0000718,u_01995,2025-09-05 17:00:00,daily_reflection,delivered,False,
n_0000719,u_00807,2025-10-14 11:00:00,daily_reflection,failed,False,
n_0000720,u_00807,2025-10-26 15:00:00,daily_reflection,delivered,False,
n_0000721,u_00971,2025-08-12 13:00:00,daily_reflection,delivered,False,
n_0000722,u_00404,2025-06-04 16:00:00,daily_reflection,delivered,False,
n_0000723,u_00057,2025-11-05 17:00:00,inspire,delivered,False,
n_0000724,u_00057,2025-11-05 11:00:00,inspire,delivered,False,
n_0000725,u_00006,2025-03-28 09:00:00,inspire,delivered,False,
n_0000726,u_00006,2025-03-31 13:00:00,inspire,delivered,False,
n_0000727,u_00006,2025-04-08 19:00:00,inspire,delivered,False,
n_0000728,u_00916,2025-03-28 11:00:00,inspire,delivered,False,
n_0000729,u_00916,2025-03-08 08:00:00,daily_reflection,delivered,False,
n_0000730,u_01423,2025-10-08 11:00:00,daily_reflection,delivered,False,
n_0000731,u_01423,2025-09-21 15:00:00,daily_reflection,delivered,False,
n_0000732,u_02458,2025-05-21 15:00:00,daily_reflection,delivered,False,
n_0000733,u_02458,2025-05-23 18:00:00,inspire,delivered,False,
n_0000734,u_00011,2025-08-28 11:00:00,programme_day,delivered,False,
n_0000735,u_00011,2025-09-03 08:00:00,daily_reflection,delivered,False,
n_0000736,u_00011,2025-09-05 16:00:00,daily_reflection,delivered,False,
n_0000737,u_01270,2025-02-26 11:00:00,programme_day,delivered,False,
n_0000738,u_02351,2025-12-06 16:00:00,daily_reflection,delivered,False,
n_0000739,u_02351,2025-12-06 16:00:00,daily_reflection,delivered,False,
n_0000740,u_02351,2025-12-12 17:00:00,daily_reflection,delivered,False,
n_0000741,u_00393,2025-11-08 13:00:00,inspire,delivered,False,
n_0000742,u_02386,2025-03-01 11:00:00,programme_day,delivered,False,
n_0000743,u_02386,2025-02-25 11:00:00,daily_reflection,delivered,False,
n_0000744,u_02386,2025-03-21 15:00:00,inspire,delivered,True,2025-03-21 15:11:00
n_0000745,u_00878,2025-11-13 16:00:00,programme_day,delivered,False,
n_0000746,u_01847,2025-08-27 20:00:00,inspire,delivered,False,
n_0000747,u_01847,2025-08-31 12:00:00,programme_day,delivered,False,
n_0000748,u_01847,2025-08-22 12:00:00,daily_reflection,delivered,False,
n_0000749,u_02399,2025-07-25 17:00:00,daily_reflection,delivered,False,
n_0000750,u_02399,2025-07-05 10:00:00,inspire,delivered,False,
n_0000751,u_02399,2025-07-09 14:00:00,inspire,delivered,False,
n_0000752,u_02152,2025-09-01 14:00:00,inspire,delivered,False,
n_0000753,u_02152,2025-09-02 19:00:00,daily_reflection,delivered,False,
n_0000754,u_02152,2025-08-29 17:00:00,daily_reflection,delivered,False,
n_0000755,u_01806,2025-02-25 08:00:00,inspire,delivered,True,2025-02-25 09:22:00
n_0000756,u_01468,2025-02-24 16:00:00,daily_reflection,delivered,True,2025-02-24 16:25:00
n_0000757,u_02371,2025-01-29 09:00:00,daily_reflection,delivered,False,
n_0000758,u_02371,2025-02-06 18:00:00,inspire,delivered,False,
n_0000759,u_02080,2025-04-23 14:00:00,daily_reflection,delivered,True,2025-04-23 14:52:00
n_0000760,u_02314,2025-08-03 14:00:00,inspire,delivered,False,
n_0000761,u_02314,2025-07-18 19:00:00,programme_day,delivered,True,2025-07-18 21:53:00
n_0000762,u_02364,2025-04-02 10:00:00,daily_reflection,delivered,False,
n_0000763,u_02747,2025-09-29 18:00:00,inspire,delivered,True,2025-09-29 20:44:00
n_0000764,u_02747,2025-09-14 08:00:00,daily_reflection,delivered,True,2025-09-14 10:03:00
n_0000765,u_01767,2025-06-29 08:00:00,daily_reflection,delivered,False,
n_0000766,u_01767,2025-06-30 20:00:00,inspire,delivered,True,2025-06-30 21:14:00
n_0000767,u_01767,2025-06-14 16:00:00,daily_reflection,delivered,False,
n_0000768,u_01803,2025-02-27 18:00:00,programme_day,delivered,False,
n_0000769,u_00422,2025-06-28 20:00:00,daily_reflection,delivered,False,
n_0000770,u_00422,2025-07-01 20:00:00,daily_reflection,delivered,True,2025-07-01 20:17:00
n_0000771,u_00251,2026-01-01 18:00:00,daily_reflection,delivered,False,
n_0000772,u_00251,2025-12-13 09:00:00,daily_reflection,failed,False,
n_0000773,u_01113,2025-03-04 08:00:00,inspire,delivered,False,
n_0000774,u_01113,2025-03-16 20:00:00,inspire,delivered,False,
n_0000775,u_00340,2025-09-24 14:00:00,programme_day,delivered,False,
n_0000776,u_00340,2025-09-20 12:00:00,programme_day,delivered,False,
n_0000777,u_00340,2025-09-07 13:00:00,inspire,delivered,False,
n_0000778,u_00713,2025-09-20 08:00:00,inspire,delivered,False,
n_0000779,u_00713,2025-09-05 17:00:00,programme_day,delivered,False,
n_0000780,u_00713,2025-08-25 16:00:00,daily_reflection,delivered,True,2025-08-25 18:08:00
n_0000781,u_01182,2025-07-15 20:00:00,programme_day,delivered,False,
n_0000782,u_01182,2025-07-22 09:00:00,daily_reflection,delivered,False,
n_0000783,u_02279,2025-11-29 09:00:00,daily_reflection,delivered,False,
n_0000784,u_02323,2025-04-16 09:00:00,daily_reflection,delivered,False,
n_0000785,u_02323,2025-04-17 15:00:00,inspire,delivered,False,
n_0000786,u_00039,2025-12-12 09:00:00,daily_reflection,delivered,False,
n_0000787,u_00039,2026-01-07 13:00:00,inspire,delivered,False,
n_0000788,u_00039,2025-12-16 09:00:00,daily_reflection,delivered,False,
n_0000789,u_02073,2025-03-16 15:00:00,daily_reflection,delivered,True,2025-03-16 15:41:00
n_0000790,u_00999,2025-09-16 11:00:00,inspire,delivered,True,2025-09-16 12:55:00
n_0000791,u_02740,2025-06-18 10:00:00,daily_reflection,delivered,True,2025-06-18 10:54:00
n_0000792,u_02740,2025-07-08 12:00:00,daily_reflection,delivered,True,2025-07-08 13:30:00
n_0000793,u_01195,2025-08-01 18:00:00,programme_day,delivered,False,
n_0000794,u_00347,2025-05-07 08:00:00,daily_reflection,delivered,False,
n_0000795,u_00347,2025-04-16 20:00:00,daily_reflection,delivered,True,2025-04-16 20:52:00
n_0000796,u_02374,2025-03-25 12:00:00,daily_reflection,delivered,False,
n_0000797,u_01747,2025-01-24 09:00:00,programme_day,delivered,False,
n_0000798,u_01747,2025-01-24 20:00:00,programme_day,delivered,True,2025-01-24 22:07:00
n_0000799,u_01747,2025-02-12 18:00:00,daily_reflection,delivered,False,
n_0000800,u_01967,2025-09-24 11:00:00,daily_reflection,delivered,True,2025-09-24 13:48:00
n_0000801,u_01967,2025-09-27 11:00:00,inspire,delivered,False,
n_0000802,u_00455,2025-12-22 16:00:00,daily_reflection,delivered,True,2025-12-22 16:51:00
n_0000803,u_00604,2025-05-26 15:00:00,daily_reflection,delivered,True,2025-05-26 15:34:00
n_0000804,u_00604,2025-05-21 10:00:00,inspire,delivered,True,2025-05-21 12:55:00
n_0000805,u_00604,2025-05-20 08:00:00,daily_reflection,delivered,True,2025-05-20 09:11:00
n_0000806,u_02547,2026-01-06 20:00:00,daily_reflection,delivered,False,
n_0000807,u_02547,2025-12-25 18:00:00,daily_reflection,delivered,False,
n_0000808,u_01538,2026-01-01 09:00:00,daily_reflection,delivered,False,
n_0000809,u_01538,2026-01-03 12:00:00,daily_reflection,delivered,True,2026-01-03 13:13:00
n_0000810,u_01538,2026-01-07 20:00:00,programme_day,delivered,False,
n_0000811,u_01935,2025-04-15 15:00:00,inspire,delivered,False,
n_0000812,u_01935,2025-04-17 12:00:00,daily_reflection,delivered,True,2025-04-17 12:42:00
n_0000813,u_01736,2025-03-05 14:00:00,inspire,delivered,False,
n_0000814,u_01736,2025-03-26 17:00:00,inspire,delivered,False,
n_0000815,u_01736,2025-03-07 09:00:00,daily_reflection,delivered,False,
n_0000816,u_00225,2025-07-28 08:00:00,programme_day,delivered,False,
n_0000817,u_00225,2025-07-20 10:00:00,daily_reflection,delivered,False,
n_0000818,u_00998,2025-09-30 12:00:00,inspire,delivered,False,
n_0000819,u_00998,2025-10-08 14:00:00,inspire,delivered,False,
n_0000820,u_00998,2025-10-03 20:00:00,daily_reflection,delivered,False,
n_0000821,u_02058,2025-12-06 20:00:00,daily_reflection,delivered,False,
n_0000822,u_01355,2025-03-06 15:00:00,programme_day,delivered,False,
n_0000823,u_01355,2025-03-13 11:00:00,inspire,delivered,False,
n_0000824,u_01355,2025-03-24 08:00:00,daily_reflection,delivered,False,
n_0000825,u_02970,2025-01-19 11:00:00,programme_day,delivered,False,
n_0000826,u_02970,2025-01-21 13:00:00,inspire,delivered,False,
n_0000827,u_00752,2025-06-17 09:00:00,inspire,delivered,False,
n_0000828,u_00715,2025-08-13 17:00:00,daily_reflection,delivered,False,
n_0000829,u_00715,2025-08-09 12:00:00,inspire,delivered,False,
n_0000830,u_00715,2025-07-29 09:00:00,daily_reflection,delivered,False,
n_0000831,u_02150,2025-05-27 12:00:00,inspire,delivered,False,
n_0000832,u_02150,2025-05-22 12:00:00,inspire,delivered,False,
n_0000833,u_02150,2025-05-22 10:00:00,daily_reflection,delivered,False,
n_0000834,u_02311,2026-01-11 16:00:00,daily_reflection,delivered,False,
n_0000835,u_02311,2025-12-30 09:00:00,programme_day,delivered,False,
n_0000836,u_00213,2025-09-12 15:00:00,daily_reflection,delivered,False,
n_0000837,u_01524,2025-10-14 09:00:00,programme_day,delivered,False,
n_0000838,u_01524,2025-10-03 18:00:00,daily_reflection,delivered,False,
n_0000839,u_01524,2025-10-13 19:00:00,daily_reflection,delivered,False,
n_0000840,u_01076,2025-09-06 09:00:00,daily_reflection,delivered,False,
n_0000841,u_01076,2025-09-04 14:00:00,daily_reflection,delivered,False,
n_0000842,u_02523,2025-12-01 09:00:00,inspire,delivered,False,
n_0000843,u_02523,2025-12-01 17:00:00,daily_reflection,delivered,False,
n_0000844,u_02523,2025-11-21 19:00:00,inspire,delivered,False,
n_0000845,u_00533,2025-07-28 08:00:00,daily_reflection,delivered,False,
n_0000846,u_00533,2025-07-24 12:00:00,daily_reflection,delivered,True,2025-07-24 14:39:00
n_0000847,u_02725,2025-11-04 15:00:00,daily_reflection,delivered,False,
n_0000848,u_02725,2025-10-29 19:00:00,daily_reflection,delivered,False,
n_0000849,u_01064,2025-04-25 18:00:00,inspire,delivered,False,
n_0000850,u_00876,2025-07-26 13:00:00,inspire,delivered,False,
n_0000851,u_00876,2025-07-23 14:00:00,daily_reflection,delivered,True,2025-07-23 16:14:00
n_0000852,u_01862,2025-05-22 14:00:00,inspire,delivered,True,2025-05-22 15:39:00
n_0000853,u_01862,2025-05-17 17:00:00,inspire,delivered,False,
n_0000854,u_01862,2025-05-12 10:00:00,daily_reflection,delivered,False,
n_0000855,u_02859,2025-07-22 20:00:00,daily_reflection,delivered,False,
n_0000856,u_00810,2025-02-11 09:00:00,inspire,delivered,False,
n_0000857,u_00810,2025-02-22 13:00:00,inspire,delivered,False,
n_0000858,u_02570,2025-06-13 20:00:00,programme_day,delivered,False,
n_0000859,u_02926,2025-07-11 10:00:00,daily_reflection,delivered,False,
n_0000860,u_02926,2025-07-18 13:00:00,inspire,delivered,False,
n_0000861,u_01065,2025-04-22 18:00:00,inspire,delivered,False,
n_0000862,u_00200,2025-03-13 09:00:00,daily_reflection,delivered,False,
n_0000863,u_02352,2025-04-20 17:00:00,inspire,delivered,False,
n_0000864,u_02352,2025-05-02 11:00:00,inspire,delivered,True,2025-05-02 11:12:00
n_0000865,u_02352,2025-04-20 14:00:00,programme_day,delivered,False,
n_0000866,u_00921,2025-03-31 20:00:00,inspire,delivered,False,
n_0000867,u_00921,2025-04-17 11:00:00,inspire,delivered,True,2025-04-17 11:29:00
n_0000868,u_00482,2025-10-14 09:00:00,daily_reflection,delivered,False,
n_0000869,u_01091,2025-12-30 14:00:00,programme_day,delivered,False,
n_0000870,u_01091,2025-12-28 16:00:00,programme_day,delivered,False,
n_0000871,u_01091,2026-01-16 13:00:00,daily_reflection,delivered,False,
n_0000872,u_02779,2025-08-30 18:00:00,daily_reflection,delivered,False,
n_0000873,u_01596,2025-03-18 19:00:00,daily_reflection,delivered,True,2025-03-18 19:45:00
n_0000874,u_02428,2025-07-01 14:00:00,inspire,delivered,False,
n_0000875,u_01505,2025-06-23 18:00:00,inspire,delivered,False,
n_0000876,u_01505,2025-07-09 10:00:00,programme_day,delivered,False,
n_0000877,u_01059,2025-03-29 18:00:00,inspire,delivered,False,
n_0000878,u_01059,2025-03-17 16:00:00,programme_day,delivered,False,
n_0000879,u_02044,2025-07-21 14:00:00,daily_reflection,delivered,False,
n_0000880,u_02044,2025-07-04 10:00:00,programme_day,delivered,False,
n_0000881,u_02044,2025-07-15 14:00:00,daily_reflection,delivered,True,2025-07-15 16:55:00
n_0000882,u_01498,2025-10-27 20:00:00,inspire,delivered,True,2025-10-27 20:48:00
n_0000883,u_01498,2025-10-26 14:00:00,daily_reflection,delivered,False,
n_0000884,u_00613,2025-06-07 18:00:00,daily_reflection,delivered,True,2025-06-07 19:20:00
n_0000885,u_01056,2025-01-25 20:00:00,inspire,delivered,False,
n_0000886,u_01056,2025-01-15 17:00:00,daily_reflection,delivered,False,
n_0000887,u_01056,2025-02-12 14:00:00,daily_reflection,delivered,True,2025-02-12 15:25:00
n_0000888,u_01735,2025-02-01 16:00:00,daily_reflection,delivered,False,
n_0000889,u_01756,2025-08-13 08:00:00,inspire,delivered,False,
n_0000890,u_02087,2025-06-17 13:00:00,daily_reflection,delivered,False,
n_0000891,u_02087,2025-07-10 17:00:00,daily_reflection,delivered,False,
n_0000892,u_01403,2025-09-09 15:00:00,programme_day,delivered,False,
n_0000893,u_01403,2025-08-18 08:00:00,daily_reflection,delivered,False,
n_0000894,u_01057,2025-04-14 12:00:00,daily_reflection,delivered,False,
n_0000895,u_01325,2025-10-25 17:00:00,daily_reflection,delivered,False,
n_0000896,u_01325,2025-10-27 20:00:00,daily_reflection,delivered,False,
n_0000897,u_01325,2025-10-19 08:00:00,daily_reflection,delivered,False,
n_0000898,u_00465,2025-12-11 13:00:00,daily_reflection,delivered,True,2025-12-11 13:40:00
n_0000899,u_02358,2025-04-27 08:00:00,inspire,delivered,False,
n_0000900,u_00236,2025-02-07 09:00:00,inspire,delivered,False,
n_0000901,u_00236,2025-01-24 13:00:00,programme_day,delivered,False,
n_0000902,u_00236,2025-02-10 11:00:00,inspire,delivered,False,
n_0000903,u_00839,2025-11-24 12:00:00,inspire,delivered,False,
n_0000904,u_02151,2025-03-13 16:00:00,daily_reflection,delivered,False,
n_0000905,u_02151,2025-03-21 18:00:00,programme_day,delivered,False,
n_0000906,u_02817,2025-07-01 09:00:00,programme_day,delivered,True,2025-07-01 09:50:00
n_0000907,u_02817,2025-06-24 15:00:00,daily_reflection,delivered,True,2025-06-24 16:59:00
n_0000908,u_02817,2025-06-23 19:00:00,daily_reflection,delivered,True,2025-06-23 21:46:00
n_0000909,u_01731,2025-06-25 18:00:00,inspire,delivered,False,
n_0000910,u_01731,2025-07-05 15:00:00,programme_day,delivered,False,
n_0000911,u_01731,2025-06-18 08:00:00,inspire,delivered,True,2025-06-18 10:32:00
n_0000912,u_01743,2025-09-08 15:00:00,daily_reflection,delivered,False,
n_0000913,u_01864,2025-07-07 16:00:00,programme_day,delivered,True,2025-07-07 18:34:00
n_0000914,u_01864,2025-07-11 20:00:00,daily_reflection,delivered,False,
n_0000915,u_01864,2025-07-24 08:00:00,programme_day,delivered,False,
n_0000916,u_02186,2025-01-26 12:00:00,inspire,delivered,False,
n_0000917,u_00258,2025-12-18 08:00:00,inspire,delivered,False,
n_0000918,u_00477,2025-03-27 10:00:00,inspire,delivered,False,
n_0000919,u_02286,2025-08-10 18:00:00,daily_reflection,delivered,False,
n_0000920,u_02286,2025-08-05 14:00:00,daily_reflection,delivered,False,
n_0000921,u_02286,2025-08-22 14:00:00,daily_reflection,delivered,False,
n_0000922,u_00845,2025-01-10 13:00:00,inspire,delivered,False,
n_0000923,u_02202,2025-10-14 12:00:00,daily_reflection,delivered,False,
n_0000924,u_02256,2025-06-25 12:00:00,daily_reflection,delivered,True,2025-06-25 13:22:00
n_0000925,u_01784,2025-11-23 17:00:00,daily_reflection,delivered,False,
n_0000926,u_01784,2025-11-27 17:00:00,programme_day,delivered,True,2025-11-27 18:29:00
n_0000927,u_01784,2025-11-22 10:00:00,daily_reflection,delivered,False,
n_0000928,u_00716,2025-09-14 09:00:00,programme_day,delivered,False,
n_0000929,u_01383,2025-03-03 16:00:00,daily_reflection,delivered,False,
n_0000930,u_01383,2025-02-24 14:00:00,inspire,delivered,False,
n_0000931,u_01383,2025-02-17 19:00:00,programme_day,delivered,True,2025-02-17 19:04:00
n_0000932,u_02802,2025-03-05 12:00:00,programme_day,delivered,False,
n_0000933,u_01036,2025-07-09 18:00:00,programme_day,delivered,False,
n_0000934,u_01036,2025-07-12 08:00:00,programme_day,delivered,False,
n_0000935,u_01036,2025-07-26 11:00:00,programme_day,delivered,True,2025-07-26 11:40:00
n_0000936,u_02423,2025-03-05 16:00:00,inspire,delivered,False,
n_0000937,u_02610,2025-05-24 13:00:00,daily_reflection,delivered,True,2025-05-24 15:15:00
n_0000938,u_02892,2025-04-28 20:00:00,daily_reflection,delivered,False,
n_0000939,u_00619,2025-06-25 08:00:00,programme_day,delivered,True,2025-06-25 09:20:00
n_0000940,u_00619,2025-07-01 12:00:00,daily_reflection,delivered,False,
n_0000941,u_00730,2025-07-01 16:00:00,daily_reflection,delivered,False,
n_0000942,u_00730,2025-06-17 13:00:00,inspire,delivered,True,2025-06-17 13:41:00
n_0000943,u_00730,2025-07-07 16:00:00,inspire,delivered,False,
n_0000944,u_01668,2025-01-17 15:00:00,daily_reflection,delivered,False,
n_0000945,u_01668,2025-01-19 11:00:00,inspire,failed,False,
n_0000946,u_02889,2025-04-28 20:00:00,daily_reflection,delivered,False,
n_0000947,u_00101,2025-03-04 16:00:00,programme_day,failed,False,
n_0000948,u_00101,2025-02-21 11:00:00,programme_day,delivered,False,
n_0000949,u_00101,2025-03-05 10:00:00,daily_reflection,delivered,False,
n_0000950,u_00089,2025-09-09 15:00:00,inspire,delivered,False,
n_0000951,u_00089,2025-09-05 08:00:00,inspire,delivered,False,
n_0000952,u_02881,2025-09-03 14:00:00,daily_reflection,delivered,False,
n_0000953,u_01062,2025-12-05 08:00:00,daily_reflection,delivered,False,
n_0000954,u_01062,2025-11-24 16:00:00,inspire,delivered,False,
n_0000955,u_00462,2025-12-17 08:00:00,inspire,delivered,True,2025-12-17 09:02:00
n_0000956,u_00462,2025-12-19 18:00:00,daily_reflection,delivered,False,
n_0000957,u_00462,2025-11-29 20:00:00,daily_reflection,delivered,False,
n_0000958,u_01296,2025-01-25 16:00:00,inspire,delivered,False,
n_0000959,u_01296,2025-02-07 16:00:00,programme_day,delivered,False,
n_0000960,u_01296,2025-02-03 10:00:00,inspire,delivered,False,
n_0000961,u_01535,2025-05-10 13:00:00,daily_reflection,delivered,False,
n_0000962,u_01535,2025-05-18 14:00:00,daily_reflection,delivered,True,2025-05-18 14:40:00
n_0000963,u_01535,2025-05-22 16:00:00,inspire,delivered,False,
n_0000964,u_02673,2025-11-23 12:00:00,programme_day,delivered,False,
n_0000965,u_02673,2025-11-28 14:00:00,programme_day,delivered,False,
n_0000966,u_02847,2025-07-09 14:00:00,daily_reflection,delivered,False,
n_0000967,u_01204,2025-02-15 08:00:00,daily_reflection,delivered,False,
n_0000968,u_01528,2025-03-28 13:00:00,daily_reflection,delivered,False,
n_0000969,u_01528,2025-03-27 11:00:00,daily_reflection,failed,False,
n_0000970,u_02090,2025-08-05 19:00:00,daily_reflection,delivered,True,2025-08-05 20:21:00
n_0000971,u_02090,2025-07-21 13:00:00,daily_reflection,delivered,False,
n_0000972,u_02090,2025-08-02 09:00:00,programme_day,delivered,False,
n_0000973,u_00364,2025-01-29 12:00:00,programme_day,delivered,False,
n_0000974,u_00364,2025-02-14 08:00:00,inspire,delivered,True,2025-02-14 08:56:00
n_0000975,u_00364,2025-02-13 14:00:00,inspire,failed,False,
n_0000976,u_00979,2025-02-24 13:00:00,daily_reflection,delivered,False,
n_0000977,u_00242,2025-09-13 13:00:00,daily_reflection,delivered,False,
n_0000978,u_01979,2025-05-18 09:00:00,daily_reflection,delivered,False,
n_0000979,u_00341,2025-10-18 17:00:00,inspire,delivered,False,
n_0000980,u_01762,2025-08-14 15:00:00,daily_reflection,delivered,False,
n_0000981,u_01762,2025-07-17 09:00:00,daily_reflection,delivered,False,
n_0000982,u_01092,2025-12-04 15:00:00,programme_day,delivered,False,
n_0000983,u_01092,2025-11-29 10:00:00,programme_day,delivered,False,
