user_id,signup_date,cohort_month,platform,country,cohort,onboarding_version,onboarding_path,knows_mbti,mbti,faith_level,social_energy,extrovert_score,religiosity_score,onboarding_completed,activated
u_00718,2025-09-06,2025-09,ios,MY,variant,lower_friction,self_select,True,ENFP,cultural,deep_extrovert,54.3,63.1,True,False
u_00719,2025-07-26,2025-07,android,ID,control,baseline,mandatory_test,True,INFP,practicing,introvert,42.2,82.4,True,True
u_00720,2025-09-14,2025-09,ios,UK,control,baseline,mandatory_test,True,ENFJ,practicing,introvert,28.8,19.6,True,False
u_00721,2025-11-18,2025-11,ios,MY,variant,lower_friction,self_select,True,ESTJ,devoted,introvert,39.3,32.5,True,True
u_00722,2025-10-16,2025-10,android,AU,control,baseline,mandatory_test,False,,cultural,introvert,15.8,25.8,True,False
u_00723,2025-11-06,2025-11,ios,AE,control,baseline,mandatory_test,False,,cultural,ambivert,55.8,56.3,True,True
u_00724,2025-02-11,2025-02,ios,ID,variant,lower_friction,test_or_skip,False,,deep_seeker,extrovert,24.8,21.7,True,False
u_00725,2025-02-18,2025-02,ios,CA,control,baseline,mandatory_test,False,,practicing,introvert,74.5,43.5,False,False
u_00726,2025-07-11,2025-07,android,MY,control,baseline,mandatory_test,False,,practicing,extrovert,36.9,66.9,False,False
u_00727,2025-09-01,2025-09,android,SG,control,baseline,mandatory_test,True,ISFJ,deep_seeker,extrovert,66.3,76.4,True,True
u_00728,2025-08-16,2025-08,ios,ID,control,baseline,mandatory_test,False,,practicing,introvert,64.7,6.3,True,False
u_00729,2025-02-05,2025-02,ios,ID,control,baseline,mandatory_test,False,,deep_seeker,extrovert,43.9,44.9,True,False
u_00730,2025-06-08,2025-06,ios,AE,control,baseline,mandatory_test,False,,devoted,introvert,46.3,47.1,True,True
u_00731,2025-06-27,2025-06,ios,ID,control,baseline,mandatory_test,False,,spiritual,introvert,28.0,59.5,False,False
u_00732,2025-05-29,2025-05,android,AU,variant,lower_friction,test_or_skip,False,,deep_seeker,ambivert,43.7,40.1,False,False
u_00733,2025-07-22,2025-07,web,MY,control,baseline,mandatory_test,True,ISFP,cultural,ambivert,10.5,89.5,True,True
u_00734,2025-01-28,2025-01,android,AE,control,baseline,mandatory_test,True,INTJ,spiritual,extrovert,59.2,97.3,True,True
u_00735,2025-06-27,2025-06,ios,US,control,baseline,mandatory_test,True,ESFP,practicing,extrovert,84.1,36.1,True,False
u_00736,2025-10-21,2025-10,android,CA,variant,lower_friction,test_or_skip,False,,practicing,ambivert,64.9,90.8,True,True
u_00737,2025-02-14,2025-02,android,CA,control,baseline,mandatory_test,True,ESTJ,spiritual,ambivert,40.2,66.0,False,False
u_00738,2025-07-02,2025-07,android,UK,variant,lower_friction,self_select,True,ENFP,spiritual,extrovert,29.7,53.0,True,True
u_00739,2025-09-17,2025-09,web,AE,variant,lower_friction,self_select,True,ENTP,spiritual,introvert,44.0,53.6,True,True
u_00740,2025-12-29,2025-12,web,CA,variant,lower_friction,test_or_skip,False,,practicing,introvert,37.1,48.2,True,True
u_00741,2025-10-01,2025-10,ios,UK,control,baseline,mandatory_test,False,,spiritual,extrovert,66.0,46.2,True,True
u_00742,2025-10-19,2025-10,android,AU,variant,lower_friction,test_or_skip,False,,practicing,extrovert,67.6,19.0,True,False
u_00743,2025-12-25,2025-12,ios,SG,control,baseline,mandatory_test,True,ISTP,practicing,ambivert,27.5,61.5,True,True
u_00744,2025-04-04,2025-04,android,MY,variant,lower_friction,test_or_skip,False,,practicing,ambivert,17.4,30.2,True,True
u_00745,2025-12-06,2025-12,android,ID,control,baseline,mandatory_test,False,,practicing,ambivert,37.2,52.7,False,False
u_00746,2025-02-28,2025-02,android,ID,control,baseline,mandatory_test,False,,spiritual,ambivert,71.2,63.6,True,True
u_00747,2025-06-30,2025-06,ios,UK,variant,lower_friction,self_select,True,ESFP,practicing,ambivert,50.5,100.0,True,False
u_00748,2025-11-23,2025-11,android,AE,control,baseline,mandatory_test,True,ENFJ,deep_seeker,introvert,68.3,86.2,True,True
u_00749,2025-11-20,2025-11,ios,AE,control,baseline,mandatory_test,False,,practicing,extrovert,47.7,73.7,False,False
u_00750,2025-07-13,2025-07,web,MY,variant,lower_friction,test_or_skip,False,,devoted,ambivert,58.1,100.0,True,True
u_00751,2025-07-12,2025-07,web,AE,variant,lower_friction,self_select,True,ISTP,practicing,ambivert,36.3,25.4,True,True
u_00752,2025-06-04,2025-06,ios,US,control,baseline,mandatory_test,True,ESTJ,practicing,ambivert,71.6,42.2,True,False
u_00753,2025-05-12,2025-05,ios,MY,variant,lower_friction,self_select,True,ENFP,practicing,extrovert,40.6,52.4,True,True
u_00754,2025-01-10,2025-01,web,CA,variant,lower_friction,self_select,True,ISFJ,spiritual,ambivert,71.8,75.9,True,False
u_00755,2025-06-28,2025-06,ios,SG,variant,lower_friction,test_or_skip,False,,spiritual,deep_extrovert,33.2,83.2,True,True
u_00756,2025-04-11,2025-04,ios,MY,control,baseline,mandatory_test,False,,cultural,introvert,55.5,77.1,True,True
u_00757,2025-11-14,2025-11,web,UK,variant,lower_friction,test_or_skip,False,,practicing,extrovert,46.1,68.7,True,True
u_00758,2025-11-15,2025-11,android,AE,variant,lower_friction,test_or_skip,False,,spiritual,introvert,17.0,55.7,True,False
u_00759,2025-10-17,2025-10,ios,AE,control,baseline,mandatory_test,False,,spiritual,extrovert,60.4,20.4,True,False
u_00760,2025-09-28,2025-09,ios,US,control,baseline,mandatory_test,True,INFJ,practicing,introvert,52.6,88.1,True,True
u_00761,2025-10-08,2025-10,web,AE,variant,lower_friction,test_or_skip,False,,practicing,ambivert,59.7,69.4,True,True
u_00762,2025-02-07,2025-02,ios,UK,variant,lower_friction,test_or_skip,False,,practicing,ambivert,66.4,62.9,True,True
u_00763,2025-10-23,2025-10,ios,CA,variant,lower_friction,test_or_skip,False,,cultural,extrovert,62.3,34.8,True,True
u_00764,2025-02-09,2025-02,ios,MY,control,baseline,mandatory_test,True,INFJ,deep_seeker,deep_extrovert,43.6,100.0,True,False
u_00765,2025-03-21,2025-03,web,CA,variant,lower_friction,self_select,True,INTP,cultural,extrovert,61.1,71.1,True,True
u_00766,2025-05-22,2025-05,ios,AE,variant,lower_friction,self_select,True,ENTJ,practicing,extrovert,44.5,48.3,True,False
u_00767,2025-03-10,2025-03,android,UK,control,baseline,mandatory_test,True,ISTJ,devoted,deep_introvert,31.9,83.8,True,True
u_00768,2025-12-16,2025-12,ios,AE,variant,lower_friction,test_or_skip,False,,deep_seeker,introvert,57.8,22.3,True,True
u_00769,2025-06-22,2025-06,android,ID,variant,lower_friction,self_select,True,INFJ,practicing,introvert,65.0,78.7,True,True
u_00770,2025-05-27,2025-05,ios,AE,variant,lower_friction,self_select,True,ESTP,devoted,ambivert,35.6,6.9,True,True
u_00771,2025-07-06,2025-07,ios,US,variant,lower_friction,self_select,True,ENTP,practicing,ambivert,41.5,62.0,True,False
u_00772,2025-05-23,2025-05,ios,ID,control,baseline,mandatory_test,True,ENFJ,devoted,deep_introvert,67.7,66.7,True,True
u_00773,2025-02-23,2025-02,android,AE,variant,lower_friction,self_select,True,ESTP,practicing,ambivert,58.7,66.4,False,True
u_00774,2025-07-10,2025-07,web,AU,variant,lower_friction,test_or_skip,False,,spiritual,deep_introvert,80.8,54.6,True,True
u_00775,2025-10-07,2025-10,ios,ID,variant,lower_friction,test_or_skip,False,,practicing,deep_introvert,75.2,0.0,True,False
u_00776,2025-06-19,2025-06,android,UK,control,baseline,mandatory_test,True,ENFJ,practicing,ambivert,43.9,20.9,True,True
u_00777,2025-05-01,2025-05,ios,CA,variant,lower_friction,test_or_skip,False,,cultural,ambivert,15.2,58.1,True,True
u_00778,2025-01-20,2025-01,ios,UK,variant,lower_friction,test_or_skip,False,,devoted,ambivert,66.2,91.3,True,False
u_00779,2025-03-24,2025-03,web,ID,variant,lower_friction,test_or_skip,False,,spiritual,deep_introvert,44.5,99.0,False,False
u_00780,2025-05-29,2025-05,android,UK,variant,lower_friction,test_or_skip,False,,devoted,extrovert,65.5,74.8,True,False
u_00781,2025-05-12,2025-05,android,US,control,baseline,mandatory_test,True,ESTP,practicing,ambivert,45.8,65.2,True,False
u_00782,2025-04-22,2025-04,android,UK,control,baseline,mandatory_test,True,ENTP,cultural,introvert,45.4,64.3,True,True
u_00783,2025-05-17,2025-05,web,CA,control,baseline,mandatory_test,False,,devoted,ambivert,38.1,68.5,False,False
u_00784,2025-08-05,2025-08,ios,ID,control,baseline,mandatory_test,False,,spiritual,introvert,40.7,39.9,True,False
u_00785,2025-03-31,2025-03,ios,US,variant,lower_friction,test_or_skip,False,,spiritual,introvert,49.5,18.7,True,False
u_00786,2025-02-06,2025-02,ios,UK,variant,lower_friction,test_or_skip,False,,spiritual,deep_introvert,74.4,22.7,True,True
u_00787,2025-02-10,2025-02,android,UK,variant,lower_friction,test_or_skip,False,,devoted,extrovert,63.8,56.9,True,True
u_00788,2025-02-22,2025-02,android,UK,variant,lower_friction,test_or_skip,False,,practicing,ambivert,38.0,55.2,True,True
u_00789,2025-01-18,2025-01,ios,UK,control,baseline,mandatory_test,True,ESFJ,cultural,introvert,75.0,38.0,False,False
u_00790,2025-06-29,2025-06,ios,UK,variant,lower_friction,test_or_skip,False,,spiritual,ambivert,85.6,43.7,True,True
u_00791,2025-01-01,2025-01,ios,AU,control,baseline,mandatory_test,False,,devoted,introvert,51.1,23.4,True,True
u_00792,2025-10-25,2025-10,ios,MY,variant,lower_friction,test_or_skip,False,,cultural,ambivert,25.8,57.6,False,False
u_00793,2025-08-31,2025-08,android,ID,variant,lower_friction,test_or_skip,False,,practicing,ambivert,66.4,94.8,False,False
u_00794,2025-05-16,2025-05,ios,ID,control,baseline,mandatory_test,False,,practicing,extrovert,40.2,52.4,True,True
u_00795,2025-05-22,2025-05,ios,MY,variant,lower_friction,test_or_skip,False,,practicing,ambivert,64.5,50.9,True,True
u_00796,2025-09-18,2025-09,ios,UK,variant,lower_friction,self_select,True,ISTJ,practicing,ambivert,82.1,32.7,False,True
u_00797,2025-12-17,2025-12,ios,AU,control,baseline,mandatory_test,True,ESFJ,spiritual,introvert,50.3,49.4,True,False
u_00798,2025-09-29,2025-09,android,SG,variant,lower_friction,test_or_skip,False,,practicing,extrovert,61.1,46.3,True,True
u_00799,2025-06-05,2025-06,ios,MY,variant,lower_friction,self_select,True,INFP,devoted,introvert,64.2,56.1,True,True
u_00800,2025-10-17,2025-10,ios,UK,variant,lower_friction,test_or_skip,False,,spiritual,ambivert,44.8,91.4,False,False
u_00801,2025-04-30,2025-04,android,MY,variant,lower_friction,test_or_skip,False,,spiritual,ambivert,40.7,59.3,False,False
u_00802,2025-03-04,2025-03,ios,US,control,baseline,mandatory_test,False,,practicing,extrovert,55.1,100.0,True,False
u_00803,2025-12-25,2025-12,android,AU,control,baseline,mandatory_test,True,ISFJ,practicing,introvert,60.0,95.6,True,False
u_00804,2025-11-02,2025-11,android,SG,control,baseline,mandatory_test,False,,devoted,deep_extrovert,58.5,56.6,True,True
u_00805,2025-09-19,2025-09,android,UK,variant,lower_friction,self_select,True,INFP,cultural,introvert,25.9,37.7,True,True
u_00806,2025-11-06,2025-11,android,AE,control,baseline,mandatory_test,True,ISFJ,practicing,ambivert,31.0,30.9,False,False
u_00807,2025-09-29,2025-09,ios,AE,variant,lower_friction,test_or_skip,False,,practicing,deep_extrovert,67.6,60.3,True,True
u_00808,2025-12-20,2025-12,ios,CA,control,baseline,mandatory_test,True,ESTP,devoted,ambivert,55.7,29.3,True,True
u_00809,2025-08-25,2025-08,ios,CA,variant,lower_friction,test_or_skip,False,,practicing,ambivert,37.0,51.6,True,False
u_00810,2025-01-27,2025-01,android,MY,control,baseline,mandatory_test,False,,deep_seeker,deep_introvert,33.6,63.2,True,True
u_00811,2025-06-21,2025-06,android,UK,variant,lower_friction,self_select,True,ENFJ,cultural,ambivert,51.3,40.9,True,True
u_00812,2025-11-06,2025-11,android,UK,variant,lower_friction,self_select,True,ENFJ,practicing,introvert,46.8,81.3,True,True
u_00813,2025-06-04,2025-06,ios,AE,control,baseline,mandatory_test,True,ENTJ,deep_seeker,introvert,44.7,36.7,True,True
u_00814,2025-09-26,2025-09,ios,ID,control,baseline,mandatory_test,False,,spiritual,ambivert,53.8,78.9,True,True
u_00815,2025-07-03,2025-07,ios,SG,variant,lower_friction,test_or_skip,False,,devoted,deep_introvert,39.2,43.8,True,False
u_00816,2025-06-29,2025-06,android,AE,control,baseline,mandatory_test,True,ISTP,devoted,extrovert,68.3,77.5,False,False
u_00817,2025-08-09,2025-08,ios,AE,control,baseline,mandatory_test,True,ENTJ,cultural,extrovert,57.9,59.7,True,True
u_00818,2025-10-18,2025-10,web,ID,variant,lower_friction,test_or_skip,False,,devoted,ambivert,94.4,82.3,True,True
u_00819,2025-09-11,2025-09,ios,US,control,baseline,mandatory_test,False,,spiritual,ambivert,45.7,53.8,True,True
u_00820,2025-07-09,2025-07,web,ID,variant,lower_friction,test_or_skip,False,,practicing,deep_introvert,32.7,51.4,True,False
u_00821,2025-01-26,2025-01,ios,UK,control,baseline,mandatory_test,False,,spiritual,extrovert,75.8,78.8,False,False
u_00822,2025-06-03,2025-06,ios,CA,variant,lower_friction,test_or_skip,False,,cultural,introvert,32.1,71.8,True,True
u_00823,2025-03-01,2025-03,android,MY,control,baseline,mandatory_test,False,,deep_seeker,deep_introvert,53.6,52.2,True,True
u_00824,2025-03-12,2025-03,android,CA,control,baseline,mandatory_test,False,,devoted,ambivert,45.4,87.8,True,True
u_00825,2025-01-15,2025-01,android,MY,variant,lower_friction,self_select,True,ISFJ,devoted,ambivert,24.6,76.2,True,True
u_00826,2025-07-09,2025-07,android,ID,control,baseline,mandatory_test,True,ENTP,devoted,ambivert,59.7,45.6,True,True
u_00827,2025-01-30,2025-01,ios,UK,variant,lower_friction,self_select,True,ENFJ,practicing,ambivert,50.9,50.1,True,True
u_00828,2025-11-28,2025-11,android,ID,variant,lower_friction,test_or_skip,False,,spiritual,extrovert,62.4,32.6,True,True
u_00829,2025-08-09,2025-08,android,CA,control,baseline,mandatory_test,False,,practicing,ambivert,54.0,48.5,True,True
u_00830,2025-11-07,2025-11,ios,ID,control,baseline,mandatory_test,True,ISFJ,spiritual,introvert,56.1,60.9,True,True
u_00831,2025-01-11,2025-01,android,MY,control,baseline,mandatory_test,False,,practicing,deep_introvert,57.9,89.9,True,True
u_00832,2025-04-28,2025-04,ios,AU,variant,lower_friction,self_select,True,ISTJ,spiritual,ambivert,64.2,72.9,True,True
u_00833,2025-12-30,2025-12,ios,MY,control,baseline,mandatory_test,True,ENFP,devoted,extrovert,64.5,53.2,False,False
u_00834,2025-12-26,2025-12,ios,UK,variant,lower_friction,test_or_skip,False,,spiritual,ambivert,40.7,100.0,True,False
u_00835,2025-02-18,2025-02,ios,ID,variant,lower_friction,test_or_skip,False,,practicing,ambivert,42.1,64.5,True,True
u_00836,2025-10-25,2025-10,web,UK,variant,lower_friction,self_select,True,ESFJ,spiritual,deep_introvert,9.9,62.5,True,True
u_00837,2025-05-08,2025-05,android,AE,control,baseline,mandatory_test,True,ISTP,devoted,extrovert,44.3,76.8,True,False
u_00838,2025-06-14,2025-06,android,MY,control,baseline,mandatory_test,True,ENFP,devoted,introvert,38.3,74.8,True,True
u_00839,2025-11-15,2025-11,android,AU,variant,lower_friction,self_select,True,ESTJ,spiritual,ambivert,47.6,38.0,True,True
u_00840,2025-02-28,2025-02,android,US,variant,lower_friction,self_select,True,ESFJ,devoted,ambivert,54.3,63.4,True,True
u_00841,2025-12-22,2025-12,ios,CA,variant,lower_friction,test_or_skip,False,,deep_seeker,ambivert,64.3,51.5,False,False
u_00842,2025-03-23,2025-03,web,MY,control,baseline,mandatory_test,False,,practicing,ambivert,52.3,61.2,True,True
u_00843,2025-02-14,2025-02,android,AE,control,baseline,mandatory_test,True,ENFJ,devoted,extrovert,44.7,53.3,True,False
u_00844,2025-01-02,2025-01,ios,ID,control,baseline,mandatory_test,False,,cultural,deep_extrovert,67.5,73.8,True,True
u_00845,2025-01-02,2025-01,ios,ID,control,baseline,mandatory_test,False,,practicing,deep_introvert,49.8,91.7,True,False
u_00846,2025-05-23,2025-05,web,AE,control,baseline,mandatory_test,True,ENFJ,spiritual,extrovert,59.5,61.4,True,True
u_00847,2025-03-28,2025-03,android,AE,control,baseline,mandatory_test,False,,deep_seeker,extrovert,92.3,53.5,False,False
u_00848,2025-08-18,2025-08,web,US,control,baseline,mandatory_test,False,,practicing,extrovert,24.1,56.5,True,False
u_00849,2025-05-02,2025-05,android,SG,control,baseline,mandatory_test,False,,devoted,deep_extrovert,53.9,53.8,False,False
u_00850,2025-02-02,2025-02,android,US,control,baseline,mandatory_test,False,,practicing,deep_extrovert,39.9,63.5,True,True
u_00851,2025-04-04,2025-04,ios,UK,control,baseline,mandatory_test,False,,devoted,extrovert,38.7,28.2,False,False
u_00852,2025-06-29,2025-06,android,ID,control,baseline,mandatory_test,False,,practicing,ambivert,48.0,48.8,False,False
u_00853,2025-05-24,2025-05,android,AE,control,baseline,mandatory_test,True,ISFJ,cultural,ambivert,49.5,40.7,False,False
u_00854,2025-12-07,2025-12,ios,AE,control,baseline,mandatory_test,True,ENTP,devoted,ambivert,42.8,62.2,False,False
u_00855,2025-12-12,2025-12,web,UK,variant,lower_friction,test_or_skip,False,,practicing,ambivert,58.3,65.3,True,False
u_00856,2025-02-23,2025-02,android,MY,control,baseline,mandatory_test,False,,spiritual,extrovert,24.3,85.5,True,True
u_00857,2025-10-17,2025-10,android,US,control,baseline,mandatory_test,False,,practicing,extrovert,57.3,54.2,True,True
u_00858,2025-11-23,2025-11,android,AE,control,baseline,mandatory_test,True,ESTP,spiritual,ambivert,38.7,58.6,True,False
u_00859,2025-08-09,2025-08,android,AE,variant,lower_friction,test_or_skip,False,,devoted,extrovert,20.9,56.6,False,False
u_00860,2025-12-05,2025-12,ios,CA,variant,lower_friction,self_select,True,ISFJ,devoted,ambivert,46.6,57.3,True,True
u_00861,2025-05-20,2025-05,android,AU,variant,lower_friction,self_select,True,ISFP,practicing,introvert,36.8,82.9,False,False
u_00862,2025-06-23,2025-06,ios,MY,variant,lower_friction,test_or_skip,False,,devoted,ambivert,21.9,38.5,True,False
u_00863,2025-12-10,2025-12,android,US,variant,lower_friction,self_select,True,INTJ,spiritual,introvert,57.9,62.7,True,True
u_00864,2025-01-10,2025-01,ios,UK,variant,lower_friction,self_select,True,ESTJ,practicing,introvert,53.4,57.9,True,False
u_00865,2025-01-24,2025-01,ios,MY,control,baseline,mandatory_test,True,ISFJ,practicing,ambivert,59.4,54.1,True,False
u_00866,2025-02-24,2025-02,web,US,variant,lower_friction,self_select,True,ESFJ,practicing,introvert,59.9,64.5,True,True
u_00867,2025-10-07,2025-10,ios,ID,control,baseline,mandatory_test,True,INTJ,devoted,extrovert,34.5,100.0,True,False
u_00868,2025-04-03,2025-04,android,CA,variant,lower_friction,self_select,True,INFP,practicing,extrovert,33.1,34.2,True,True
u_00869,2025-05-21,2025-05,ios,MY,variant,lower_friction,self_select,True,ISTJ,spiritual,introvert,39.5,71.1,False,False
u_00870,2025-09-25,2025-09,ios,AE,control,baseline,mandatory_test,False,,practicing,deep_extrovert,25.3,22.7,True,False
u_00871,2025-04-30,2025-04,android,CA,variant,lower_friction,self_select,True,ESFP,practicing,ambivert,43.1,68.9,False,False
u_00872,2025-10-08,2025-10,android,AU,variant,lower_friction,self_select,True,ESFJ,spiritual,extrovert,83.5,18.1,True,True
u_00873,2025-01-24,2025-01,android,SG,variant,lower_friction,test_or_skip,False,,practicing,introvert,72.6,44.6,True,True
u_00874,2025-01-02,2025-01,ios,SG,variant,lower_friction,self_select,True,INTJ,practicing,extrovert,48.2,45.3,True,True
u_00875,2025-09-29,2025-09,android,CA,variant,lower_friction,test_or_skip,False,,devoted,introvert,51.8,65.9,True,True
u_00876,2025-07-04,2025-07,ios,ID,control,baseline,mandatory_test,True,INTJ,devoted,deep_extrovert,73.0,45.9,True,True
u_00877,2025-04-03,2025-04,android,UK,control,baseline,mandatory_test,False,,practicing,deep_introvert,58.7,76.3,False,False
u_00878,2025-11-10,2025-11,ios,MY,variant,lower_friction,test_or_skip,False,,cultural,introvert,27.0,69.5,True,True
u_00879,2025-06-01,2025-06,ios,US,control,baseline,mandatory_test,False,,cultural,ambivert,47.8,58.2,True,False
u_00880,2025-10-16,2025-10,android,US,control,baseline,mandatory_test,False,,cultural,ambivert,40.0,38.2,True,True
u_00881,2025-09-08,2025-09,ios,AE,variant,lower_friction,self_select,True,ISFP,practicing,deep_introvert,50.1,39.8,True,True
u_00882,2025-05-16,2025-05,web,CA,variant,lower_friction,self_select,True,ENTJ,practicing,extrovert,20.2,26.1,True,False
u_00883,2025-09-13,2025-09,ios,ID,variant,lower_friction,test_or_skip,False,,practicing,ambivert,41.4,56.4,True,True
u_00884,2025-12-15,2025-12,ios,CA,control,baseline,mandatory_test,True,INFJ,practicing,ambivert,71.5,39.6,True,False
u_00885,2025-11-03,2025-11,android,AE,control,baseline,mandatory_test,True,ISTP,practicing,extrovert,25.0,43.4,True,True
u_00886,2025-07-13,2025-07,web,UK,variant,lower_friction,test_or_skip,False,,practicing,deep_extrovert,30.6,17.3,True,False
u_00887,2025-11-09,2025-11,ios,UK,variant,lower_friction,self_select,True,ESFJ,practicing,ambivert,61.4,58.8,True,False
u_00888,2025-11-28,2025-11,ios,US,variant,lower_friction,test_or_skip,False,,practicing,ambivert,5.7,49.9,True,True
u_00889,2025-03-30,2025-03,ios,MY,control,baseline,mandatory_test,False,,cultural,deep_introvert,54.0,64.7,True,True
u_00890,2025-08-17,2025-08,ios,US,control,baseline,mandatory_test,False,,practicing,ambivert,34.4,33.3,True,True
u_00891,2025-12-26,2025-12,ios,ID,variant,lower_friction,test_or_skip,False,,devoted,deep_extrovert,44.7,48.9,True,True
u_00892,2025-03-24,2025-03,ios,US,variant,lower_friction,self_select,True,ISTJ,devoted,introvert,84.3,49.3,False,False
u_00893,2025-06-18,2025-06,android,ID,control,baseline,mandatory_test,False,,spiritual,introvert,55.7,50.7,True,False
u_00894,2025-09-28,2025-09,android,UK,variant,lower_friction,test_or_skip,False,,devoted,introvert,66.5,34.5,True,False
u_00895,2025-09-08,2025-09,web,SG,variant,lower_friction,test_or_skip,False,,deep_seeker,deep_introvert,68.2,17.5,False,False
u_00896,2025-05-15,2025-05,ios,US,control,baseline,mandatory_test,False,,practicing,ambivert,36.1,49.4,True,False
u_00897,2025-11-14,2025-11,ios,US,variant,lower_friction,test_or_skip,False,,devoted,ambivert,56.8,71.9,False,False
u_00898,2025-10-21,2025-10,ios,ID,variant,lower_friction,test_or_skip,False,,practicing,ambivert,93.0,73.7,True,False
u_00899,2025-03-16,2025-03,android,CA,variant,lower_friction,self_select,True,ENFP,devoted,extrovert,58.3,62.9,True,False
u_00900,2025-03-16,2025-03,android,AU,control,baseline,mandatory_test,True,ESTP,devoted,deep_introvert,50.6,93.0,True,True
u_00901,2025-06-28,2025-06,web,AE,control,baseline,mandatory_test,False,,practicing,introvert,23.4,33.7,True,True
u_00902,2025-05-28,2025-05,ios,UK,variant,lower_friction,test_or_skip,False,,devoted,introvert,45.5,46.5,False,False
u_00903,2025-01-09,2025-01,ios,US,control,baseline,mandatory_test,True,ESFP,devoted,introvert,58.9,50.4,True,False
u_00904,2025-03-14,2025-03,ios,CA,variant,lower_friction,test_or_skip,False,,spiritual,introvert,50.7,65.2,True,True
u_00905,2025-11-24,2025-11,ios,CA,variant,lower_friction,self_select,True,ISTP,practicing,ambivert,41.7,99.3,True,False
u_00906,2025-04-27,2025-04,ios,US,control,baseline,mandatory_test,True,INFP,practicing,deep_extrovert,43.0,31.3,False,False
u_00907,2025-03-14,2025-03,ios,ID,variant,lower_friction,test_or_skip,False,,devoted,introvert,62.9,37.6,True,True
u_00908,2025-07-25,2025-07,ios,CA,variant,lower_friction,self_select,True,ISTJ,cultural,ambivert,72.2,45.0,False,False
u_00909,2025-01-21,2025-01,web,CA,control,baseline,mandatory_test,True,ESTJ,practicing,introvert,46.9,68.0,False,False
u_00910,2025-01-28,2025-01,ios,MY,control,baseline,mandatory_test,False,,spiritual,extrovert,68.8,79.3,True,False
u_00911,2025-08-19,2025-08,ios,AU,variant,lower_friction,test_or_skip,False,,devoted,ambivert,52.1,69.4,True,True
u_00912,2025-06-20,2025-06,android,US,variant,lower_friction,test_or_skip,False,,practicing,deep_extrovert,37.2,63.4,False,False
u_00913,2025-12-22,2025-12,ios,AE,variant,lower_friction,self_select,True,ESTJ,cultural,ambivert,49.6,84.2,True,False
u_00914,2025-12-02,2025-12,android,CA,control,baseline,mandatory_test,False,,cultural,introvert,65.1,76.3,True,True
u_00915,2025-02-14,2025-02,ios,AE,variant,lower_friction,test_or_skip,False,,spiritual,deep_introvert,38.9,79.1,True,False
u_00916,2025-03-05,2025-03,web,UK,control,baseline,mandatory_test,True,INTP,devoted,deep_extrovert,39.1,51.2,True,False
u_00917,2025-10-30,2025-10,android,UK,variant,lower_friction,test_or_skip,False,,practicing,ambivert,24.3,79.2,True,True
u_00918,2025-09-13,2025-09,android,AE,variant,lower_friction,self_select,True,INFP,practicing,extrovert,49.0,71.9,True,True
u_00919,2025-01-14,2025-01,ios,UK,control,baseline,mandatory_test,False,,practicing,ambivert,57.2,47.8,True,True
u_00920,2025-11-25,2025-11,android,ID,variant,lower_friction,self_select,True,INFJ,spiritual,ambivert,40.3,48.7,True,True
u_00921,2025-03-24,2025-03,ios,MY,control,baseline,mandatory_test,True,ESTJ,practicing,ambivert,38.5,61.1,False,False
u_00922,2025-02-26,2025-02,android,US,variant,lower_friction,self_select,True,ISTJ,practicing,deep_extrovert,45.1,48.2,True,True
u_00923,2025-03-08,2025-03,web,UK,variant,lower_friction,test_or_skip,False,,devoted,introvert,59.9,5.3,False,True
u_00924,2025-04-17,2025-04,ios,MY,variant,lower_friction,test_or_skip,False,,deep_seeker,extrovert,15.8,74.9,True,True
u_00925,2025-05-28,2025-05,android,SG,variant,lower_friction,test_or_skip,False,,devoted,ambivert,76.3,84.7,True,False
u_00926,2025-02-10,2025-02,android,ID,variant,lower_friction,self_select,True,ESTP,devoted,ambivert,63.4,63.4,True,True
u_00927,2025-09-24,2025-09,ios,UK,control,baseline,mandatory_test,False,,practicing,extrovert,69.7,69.0,True,True
u_00928,2025-12-18,2025-12,android,ID,control,baseline,mandatory_test,False,,practicing,introvert,19.5,67.0,True,True
u_00929,2025-07-25,2025-07,ios,ID,control,baseline,mandatory_test,True,ESTJ,practicing,deep_extrovert,49.2,87.1,True,False
u_00930,2025-06-06,2025-06,android,CA,control,baseline,mandatory_test,False,,deep_seeker,ambivert,18.5,59.6,False,False
u_00931,2025-07-20,2025-07,android,AE,variant,lower_friction,test_or_skip,False,,practicing,deep_introvert,81.9,68.5,False,False
u_00932,2025-02-22,2025-02,ios,UK,variant,lower_friction,test_or_skip,False,,practicing,ambivert,75.9,46.7,True,True
u_00933,2025-03-01,2025-03,android,AE,variant,lower_friction,test_or_skip,False,,spiritual,ambivert,35.7,69.4,True,False
u_00934,2025-08-15,2025-08,android,US,control,baseline,mandatory_test,False,,devoted,ambivert,63.1,48.9,True,True
u_00935,2025-12-30,2025-12,android,US,control,baseline,mandatory_test,False,,deep_seeker,deep_introvert,40.2,39.2,True,False
u_00936,2025-12-08,2025-12,web,AE,control,baseline,mandatory_test,False,,practicing,introvert,29.4,79.1,False,False
u_00937,2025-09-21,2025-09,ios,US,control,baseline,mandatory_test,True,ENFP,devoted,ambivert,44.7,87.8,False,False
u_00938,2025-05-19,2025-05,ios,MY,control,baseline,mandatory_test,False,,spiritual,extrovert,20.3,71.7,False,False
