experiment_id,user_id,variant,assigned_at
EXP_MBTI_ONBOARDING_001,u_00418,control,2025-05-20
EXP_MBTI_ONBOARDING_001,u_00419,variant,2025-08-26
EXP_MBTI_ONBOARDING_001,u_00420,variant,2025-11-13
EXP_MBTI_ONBOARDING_001,u_00421,variant,2025-08-15
EXP_MBTI_ONBOARDING_001,u_00422,variant,2025-06-25
EXP_MBTI_ONBOARDING_001,u_00423,control,2025-07-23
EXP_MBTI_ONBOARDING_001,u_00424,control,2025-05-31
EXP_MBTI_ONBOARDING_001,u_00425,control,2025-10-16
EXP_MBTI_ONBOARDING_001,u_00426,variant,2025-02-06
EXP_MBTI_ONBOARDING_001,u_00427,variant,2025-10-10
EXP_MBTI_ONBOARDING_001,u_00428,control,2025-07-02
EXP_MBTI_ONBOARDING_001,u_00429,control,2025-03-03
EXP_MBTI_ONBOARDING_001,u_00430,variant,2025-02-04
EXP_MBTI_ONBOARDING_001,u_00431,variant,2025-12-30
EXP_MBTI_ONBOARDING_001,u_00432,variant,2025-05-09
EXP_MBTI_ONBOARDING_001,u_00433,variant,2025-05-18
EXP_MBTI_ONBOARDING_001,u_00434,control,2025-12-24
EXP_MBTI_ONBOARDING_001,u_00435,variant,2025-05-23
EXP_MBTI_ONBOARDING_001,u_00436,variant,2025-06-03
EXP_MBTI_ONBOARDING_001,u_00437,variant,2025-04-25
EXP_MBTI_ONBOARDING_001,u_00438,control,2025-07-30
EXP_MBTI_ONBOARDING_001,u_00439,variant,2025-06-04
EXP_MBTI_ONBOARDING_001,u_00440,control,2025-05-14
EXP_MBTI_ONBOARDING_001,u_00441,variant,2025-09-13
EXP_MBTI_ONBOARDING_001,u_00442,control,2025-01-25
EXP_MBTI_ONBOARDING_001,u_00443,variant,2025-09-13
EXP_MBTI_ONBOARDING_001,u_00444,variant,2025-08-13
EXP_MBTI_ONBOARDING_001,u_00445,variant,2025-02-04
EXP_MBTI_ONBOARDING_001,u_00446,control,2025-05-15
EXP_MBTI_ONBOARDING_001,u_00447,control,2025-02-09
EXP_MBTI_ONBOARDING_001,u_00448,variant,2025-10-17
EXP_MBTI_ONBOARDING_001,u_00449,control,2025-01-05
EXP_MBTI_ONBOARDING_001,u_00450,control,2025-12-21
EXP_MBTI_ONBOARDING_001,u_00451,variant,2025-11-22
EXP_MBTI_ONBOARDING_001,u_00452,control,2025-02-07
EXP_MBTI_ONBOARDING_001,u_00453,control,2025-08-22
EXP_MBTI_ONBOARDING_001,u_00454,variant,2025-12-18
EXP_MBTI_ONBOARDING_001,u_00455,control,2025-12-11
EXP_MBTI_ONBOARDING_001,u_00456,control,2025-04-14
EXP_MBTI_ONBOARDING_001,u_00457,variant,2025-05-13
EXP_MBTI_ONBOARDING_001,u_00458,variant,2025-11-18
EXP_MBTI_ONBOARDING_001,u_00459,control,2025-07-13
EXP_MBTI_ONBOARDING_001,u_00460,control,2025-06-22
EXP_MBTI_ONBOARDING_001,u_00461,control,2025-06-04
EXP_MBTI_ONBOARDING_001,u_00462,variant,2025-11-24
EXP_MBTI_ONBOARDING_001,u_00463,control,2025-12-28
EXP_MBTI_ONBOARDING_001,u_00464,control,2025-04-14
EXP_MBTI_ONBOARDING_001,u_00465,variant,2025-12-03
EXP_MBTI_ONBOARDING_001,u_00466,control,2025-12-10
EXP_MBTI_ONBOARDING_001,u_00467,control,2025-03-17
EXP_MBTI_ONBOARDING_001,u_00468,variant,2025-11-10
EXP_MBTI_ONBOARDING_001,u_00469,variant,2025-02-25
EXP_MBTI_ONBOARDING_001,u_00470,control,2025-02-17
EXP_MBTI_ONBOARDING_001,u_00471,variant,2025-10-07
EXP_MBTI_ONBOARDING_001,u_00472,variant,2025-10-27
EXP_MBTI_ONBOARDING_001,u_00473,control,2025-05-13
EXP_MBTI_ONBOARDING_001,u_00474,variant,2025-03-23
EXP_MBTI_ONBOARDING_001,u_00475,variant,2025-10-28
EXP_MBTI_ONBOARDING_001,u_00476,control,2025-05-29
EXP_MBTI_ONBOARDING_001,u_00477,control,2025-03-20
EXP_MBTI_ONBOARDING_001,u_00478,control,2025-06-15
EXP_MBTI_ONBOARDING_001,u_00479,variant,2025-10-16
EXP_MBTI_ONBOARDING_001,u_00480,control,2025-09-12
EXP_MBTI_ONBOARDING_001,u_00481,control,2025-12-02
EXP_MBTI_ONBOARDING_001,u_00482,variant,2025-10-03
EXP_MBTI_ONBOARDING_001,u_00483,variant,2025-04-14
EXP_MBTI_ONBOARDING_001,u_00484,control,2025-08-15
EXP_MBTI_ONBOARDING_001,u_00485,control,2025-02-11
EXP_MBTI_ONBOARDING_001,u_00486,control,2025-10-06
EXP_MBTI_ONBOARDING_001,u_00487,control,2025-07-23
EXP_MBTI_ONBOARDING_001,u_00488,control,2025-06-25
EXP_MBTI_ONBOARDING_001,u_00489,control,2025-03-05
EXP_MBTI_ONBOARDING_001,u_00490,control,2025-07-01
EXP_MBTI_ONBOARDING_001,u_00491,variant,2025-02-20
EXP_MBTI_ONBOARDING_001,u_00492,variant,2025-06-18
EXP_MBTI_ONBOARDING_001,u_00493,variant,2025-04-25
EXP_MBTI_ONBOARDING_001,u_00494,variant,2025-11-28
EXP_MBTI_ONBOARDING_001,u_00495,variant,2025-08-06
EXP_MBTI_ONBOARDING_001,u_00496,control,2025-10-10
EXP_MBTI_ONBOARDING_001,u_00497,control,2025-05-08
EXP_MBTI_ONBOARDING_001,u_00498,control,2025-05-18
EXP_MBTI_ONBOARDING_001,u_00499,control,2025-06-22
EXP_MBTI_ONBOARDING_001,u_00500,variant,2025-07-20
EXP_MBTI_ONBOARDING_001,u_00501,control,2025-07-19
EXP_MBTI_ONBOARDING_001,u_00502,variant,2025-02-11
EXP_MBTI_ONBOARDING_001,u_00503,control,2025-04-27
EXP_MBTI_ONBOARDING_001,u_00504,variant,2025-04-26
EXP_MBTI_ONBOARDING_001,u_00505,variant,2025-09-16
EXP_MBTI_ONBOARDING_001,u_00506,variant,2025-03-09
EXP_MBTI_ONBOARDING_001,u_00507,variant,2025-03-25
EXP_MBTI_ONBOARDING_001,u_00508,variant,2025-08-05
EXP_MBTI_ONBOARDING_001,u_00509,variant,2025-02-22
EXP_MBTI_ONBOARDING_001,u_00510,variant,2025-08-01
EXP_MBTI_ONBOARDING_001,u_00511,control,2025-01-17
EXP_MBTI_ONBOARDING_001,u_00512,variant,2025-04-20
EXP_MBTI_ONBOARDING_001,u_00513,control,2025-04-22
EXP_MBTI_ONBOARDING_001,u_00514,control,2025-11-09
EXP_MBTI_ONBOARDING_001,u_00515,variant,2025-11-18
EXP_MBTI_ONBOARDING_001,u_00516,variant,2025-09-15
EXP_MBTI_ONBOARDING_001,u_00517,control,2025-12-08
EXP_MBTI_ONBOARDING_001,u_00518,variant,2025-10-23
EXP_MBTI_ONBOARDING_001,u_00519,control,2025-11-29
EXP_MBTI_ONBOARDING_001,u_00520,control,2025-11-03
EXP_MBTI_ONBOARDING_001,u_00521,control,2025-03-20
EXP_MBTI_ONBOARDING_001,u_00522,variant,2025-10-17
EXP_MBTI_ONBOARDING_001,u_00523,variant,2025-05-17
EXP_MBTI_ONBOARDING_001,u_00524,control,2025-09-24
EXP_MBTI_ONBOARDING_001,u_00525,control,2025-03-26
EXP_MBTI_ONBOARDING_001,u_00526,variant,2025-04-09
EXP_MBTI_ONBOARDING_001,u_00527,control,2025-07-28
EXP_MBTI_ONBOARDING_001,u_00528,variant,2025-11-09
EXP_MBTI_ONBOARDING_001,u_00529,control,2025-10-16
EXP_MBTI_ONBOARDING_001,u_00530,control,2025-10-18
EXP_MBTI_ONBOARDING_001,u_00531,control,2025-02-19
EXP_MBTI_ONBOARDING_001,u_00532,control,2025-09-18
EXP_MBTI_ONBOARDING_001,u_00533,control,2025-07-22
EXP_MBTI_ONBOARDING_001,u_00534,variant,2025-11-26
EXP_MBTI_ONBOARDING_001,u_00535,variant,2025-01-14
EXP_MBTI_ONBOARDING_001,u_00536,variant,2025-11-03
EXP_MBTI_ONBOARDING_001,u_00537,control,2025-07-08
EXP_MBTI_ONBOARDING_001,u_00538,variant,2025-09-21
EXP_MBTI_ONBOARDING_001,u_00539,variant,2025-08-10
EXP_MBTI_ONBOARDING_001,u_00540,variant,2025-06-09
EXP_MBTI_ONBOARDING_001,u_00541,control,2025-02-10
EXP_MBTI_ONBOARDING_001,u_00542,variant,2025-09-27
EXP_MBTI_ONBOARDING_001,u_00543,variant,2025-01-15
EXP_MBTI_ONBOARDING_001,u_00544,control,2025-05-24
EXP_MBTI_ONBOARDING_001,u_00545,control,2025-09-11
EXP_MBTI_ONBOARDING_001,u_00546,control,2025-04-20
EXP_MBTI_ONBOARDING_001,u_00547,control,2025-04-11
EXP_MBTI_ONBOARDING_001,u_00548,variant,2025-05-16
EXP_MBTI_ONBOARDING_001,u_00549,control,2025-06-21
EXP_MBTI_ONBOARDING_001,u_00550,control,2025-02-04
EXP_MBTI_ONBOARDING_001,u_00551,variant,2025-04-28
EXP_MBTI_ONBOARDING_001,u_00552,variant,2025-01-06
EXP_MBTI_ONBOARDING_001,u_00553,variant,2025-10-17
EXP_MBTI_ONBOARDING_001,u_00554,variant,2025-06-03
EXP_MBTI_ONBOARDING_001,u_00555,variant,2025-01-23
EXP_MBTI_ONBOARDING_001,u_00556,variant,2025-08-20
EXP_MBTI_ONBOARDING_001,u_00557,variant,2025-10-13
EXP_MBTI_ONBOARDING_001,u_00558,control,2025-11-02
EXP_MBTI_ONBOARDING_001,u_00559,variant,2025-12-14
EXP_MBTI_ONBOARDING_001,u_00560,variant,2025-08-06
EXP_MBTI_ONBOARDING_001,u_00561,variant,2025-08-29
EXP_MBTI_ONBOARDING_001,u_00562,variant,2025-09-20
EXP_MBTI_ONBOARDING_001,u_00563,control,2025-07-11
EXP_MBTI_ONBOARDING_001,u_00564,variant,2025-09-02
EXP_MBTI_ONBOARDING_001,u_00565,variant,2025-06-03
EXP_MBTI_ONBOARDING_001,u_00566,control,2025-09-23
EXP_MBTI_ONBOARDING_001,u_00567,control,2025-02-12
EXP_MBTI_ONBOARDING_001,u_00568,control,2025-01-18
EXP_MBTI_ONBOARDING_001,u_00569,variant,2025-12-10
EXP_MBTI_ONBOARDING_001,u_00570,variant,2025-06-10
EXP_MBTI_ONBOARDING_001,u_00571,variant,2025-09-05
EXP_MBTI_ONBOARDING_001,u_00572,control,2025-09-10
EXP_MBTI_ONBOARDING_001,u_00573,control,2025-04-26
EXP_MBTI_ONBOARDING_001,u_00574,variant,2025-05-27
EXP_MBTI_ONBOARDING_001,u_00575,variant,2025-07-24
EXP_MBTI_ONBOARDING_001,u_00576,control,2025-05-31
EXP_MBTI_ONBOARDING_001,u_00577,variant,2025-09-13
EXP_MBTI_ONBOARDING_001,u_00578,variant,2025-08-03
EXP_MBTI_ONBOARDING_001,u_00579,control,2025-01-15
EXP_MBTI_ONBOARDING_001,u_00580,control,2025-06-26
EXP_MBTI_ONBOARDING_001,u_00581,variant,2025-03-13
EXP_MBTI_ONBOARDING_001,u_00582,control,2025-06-14
EXP_MBTI_ONBOARDING_001,u_00583,control,2025-07-27
EXP_MBTI_ONBOARDING_001,u_00584,control,2025-11-15
EXP_MBTI_ONBOARDING_001,u_00585,variant,2025-07-26
EXP_MBTI_ONBOARDING_001,u_00586,variant,2025-06-15
EXP_MBTI_ONBOARDING_001,u_00587,control,2025-07-16
EXP_MBTI_ONBOARDING_001,u_00588,variant,2025-10-21
EXP_MBTI_ONBOARDING_001,u_00589,variant,2025-04-02
EXP_MBTI_ONBOARDING_001,u_00590,variant,2025-05-04
EXP_MBTI_ONBOARDING_001,u_00591,control,2025-06-20
EXP_MBTI_ONBOARDING_001,u_00592,control,2025-01-07
EXP_MBTI_ONBOARDING_001,u_00593,variant,2025-09-15
EXP_MBTI_ONBOARDING_001,u_00594,variant,2025-04-29
EXP_MBTI_ONBOARDING_001,u_00595,control,2025-04-11
EXP_MBTI_ONBOARDING_001,u_00596,control,2025-12-28
EXP_MBTI_ONBOARDING_001,u_00597,control,2025-12-30
EXP_MBTI_ONBOARDING_001,u_00598,variant,2025-11-07
EXP_MBTI_ONBOARDING_001,u_00599,variant,2025-03-22
EXP_MBTI_ONBOARDING_001,u_00600,variant,2025-10-20
EXP_MBTI_ONBOARDING_001,u_00601,variant,2025-01-18
EXP_MBTI_ONBOARDING_001,u_00602,control,2025-04-04
EXP_MBTI_ONBOARDING_001,u_00603,variant,2025-06-01
EXP_MBTI_ONBOARDING_001,u_00604,variant,2025-05-03
EXP_MBTI_ONBOARDING_001,u_00605,variant,2025-05-31
EXP_MBTI_ONBOARDING_001,u_00606,control,2025-10-27
EXP_MBTI_ONBOARDING_001,u_00607,control,2025-02-04
EXP_MBTI_ONBOARDING_001,u_00608,control,2025-10-10
EXP_MBTI_ONBOARDING_001,u_00609,variant,2025-10-27
EXP_MBTI_ONBOARDING_001,u_00610,variant,2025-08-26
EXP_MBTI_ONBOARDING_001,u_00611,variant,2025-07-21
EXP_MBTI_ONBOARDING_001,u_00612,variant,2025-07-07
EXP_MBTI_ONBOARDING_001,u_00613,control,2025-05-08
EXP_MBTI_ONBOARDING_001,u_00614,control,2025-02-05
EXP_MBTI_ONBOARDING_001,u_00615,control,2025-02-02
EXP_MBTI_ONBOARDING_001,u_00616,control,2025-12-11
EXP_MBTI_ONBOARDING_001,u_00617,control,2025-01-16
EXP_MBTI_ONBOARDING_001,u_00618,control,2025-04-26
EXP_MBTI_ONBOARDING_001,u_00619,variant,2025-06-01
EXP_MBTI_ONBOARDING_001,u_00620,variant,2025-11-27
EXP_MBTI_ONBOARDING_001,u_00621,variant,2025-05-02
EXP_MBTI_ONBOARDING_001,u_00622,control,2025-01-19
EXP_MBTI_ONBOARDING_001,u_00623,control,2025-06-13
EXP_MBTI_ONBOARDING_001,u_00624,control,2025-06-26
EXP_MBTI_ONBOARDING_001,u_00625,variant,2025-06-16
EXP_MBTI_ONBOARDING_001,u_00626,control,2025-08-09
EXP_MBTI_ONBOARDING_001,u_00627,control,2025-08-24
EXP_MBTI_ONBOARDING_001,u_00628,variant,2025-07-15
EXP_MBTI_ONBOARDING_001,u_00629,variant,2025-07-13
EXP_MBTI_ONBOARDING_001,u_00630,control,2025-11-07
EXP_MBTI_ONBOARDING_001,u_00631,variant,2025-05-22
EXP_MBTI_ONBOARDING_001,u_00632,variant,2025-05-14
EXP_MBTI_ONBOARDING_001,u_00633,control,2025-04-02
EXP_MBTI_ONBOARDING_001,u_00634,variant,2025-08-21
EXP_MBTI_ONBOARDING_001,u_00635,variant,2025-08-23
EXP_MBTI_ONBOARDING_001,u_00636,variant,2025-08-17
EXP_MBTI_ONBOARDING_001,u_00637,variant,2025-08-01
EXP_MBTI_ONBOARDING_001,u_00638,control,2025-07-31
EXP_MBTI_ONBOARDING_001,u_00639,variant,2025-01-09
EXP_MBTI_ONBOARDING_001,u_00640,control,2025-12-10
EXP_MBTI_ONBOARDING_001,u_00641,control,2025-01-20
EXP_MBTI_ONBOARDING_001,u_00642,control,2025-02-07
EXP_MBTI_ONBOARDING_001,u_00643,control,2025-05-27
EXP_MBTI_ONBOARDING_001,u_00644,control,2025-03-02
EXP_MBTI_ONBOARDING_001,u_00645,control,2025-05-15
EXP_MBTI_ONBOARDING_001,u_00646,variant,2025-07-22
EXP_MBTI_ONBOARDING_001,u_00647,control,2025-12-22
EXP_MBTI_ONBOARDING_001,u_00648,variant,2025-05-04
EXP_MBTI_ONBOARDING_001,u_00649,control,2025-11-15
EXP_MBTI_ONBOARDING_001,u_00650,control,2025-09-20
EXP_MBTI_ONBOARDING_001,u_00651,control,2025-12-25
EXP_MBTI_ONBOARDING_001,u_00652,variant,2025-06-11
EXP_MBTI_ONBOARDING_001,u_00653,control,2025-03-17
EXP_MBTI_ONBOARDING_001,u_00654,control,2025-08-27
EXP_MBTI_ONBOARDING_001,u_00655,variant,2025-01-05
EXP_MBTI_ONBOARDING_001,u_00656,control,2025-05-23
EXP_MBTI_ONBOARDING_001,u_00657,control,2025-06-22
EXP_MBTI_ONBOARDING_001,u_00658,control,2025-01-09
EXP_MBTI_ONBOARDING_001,u_00659,control,2025-02-02
EXP_MBTI_ONBOARDING_001,u_00660,variant,2025-07-18
EXP_MBTI_ONBOARDING_001,u_00661,control,2025-10-08
EXP_MBTI_ONBOARDING_001,u_00662,control,2025-06-11
EXP_MBTI_ONBOARDING_001,u_00663,variant,2025-01-27
EXP_MBTI_ONBOARDING_001,u_00664,control,2025-07-09
EXP_MBTI_ONBOARDING_001,u_00665,control,2025-02-01
EXP_MBTI_ONBOARDING_001,u_00666,control,2025-12-22
EXP_MBTI_ONBOARDING_001,u_00667,control,2025-01-30
EXP_MBTI_ONBOARDING_001,u_00668,control,2025-10-08
EXP_MBTI_ONBOARDING_001,u_00669,variant,2025-08-01
EXP_MBTI_ONBOARDING_001,u_00670,control,2025-01-26
EXP_MBTI_ONBOARDING_001,u_00671,variant,2025-07-19
EXP_MBTI_ONBOARDING_001,u_00672,control,2025-10-21
EXP_MBTI_ONBOARDING_001,u_00673,variant,2025-11-03
EXP_MBTI_ONBOARDING_001,u_00674,control,2025-12-01
EXP_MBTI_ONBOARDING_001,u_00675,control,2025-06-29
EXP_MBTI_ONBOARDING_001,u_00676,variant,2025-11-15
EXP_MBTI_ONBOARDING_001,u_00677,control,2025-03-24
EXP_MBTI_ONBOARDING_001,u_00678,variant,2025-10-16
EXP_MBTI_ONBOARDING_001,u_00679,variant,2025-01-03
EXP_MBTI_ONBOARDING_001,u_00680,control,2025-09-15
EXP_MBTI_ONBOARDING_001,u_00681,variant,2025-09-04
EXP_MBTI_ONBOARDING_001,u_00682,control,2025-12-17
EXP_MBTI_ONBOARDING_001,u_00683,control,2025-11-22
EXP_MBTI_ONBOARDING_001,u_00684,control,2025-04-07
EXP_MBTI_ONBOARDING_001,u_00685,variant,2025-06-13
EXP_MBTI_ONBOARDING_001,u_00686,control,2025-09-05
EXP_MBTI_ONBOARDING_001,u_00687,control,2025-10-23
EXP_MBTI_ONBOARDING_001,u_00688,variant,2025-03-25
EXP_MBTI_ONBOARDING_001,u_00689,control,2025-03-19
EXP_MBTI_ONBOARDING_001,u_00690,control,2025-04-09
EXP_MBTI_ONBOARDING_001,u_00691,control,2025-03-29
EXP_MBTI_ONBOARDING_001,u_00692,variant,2025-08-26
EXP_MBTI_ONBOARDING_001,u_00693,variant,2025-04-09
EXP_MBTI_ONBOARDING_001,u_00694,variant,2025-07-12
EXP_MBTI_ONBOARDING_001,u_00695,control,2025-12-10
EXP_MBTI_ONBOARDING_001,u_00696,control,2025-08-06
EXP_MBTI_ONBOARDING_001,u_00697,variant,2025-06-13
EXP_MBTI_ONBOARDING_001,u_00698,control,2025-05-02
EXP_MBTI_ONBOARDING_001,u_00699,control,2025-06-30
EXP_MBTI_ONBOARDING_001,u_00700,variant,2025-09-15
EXP_MBTI_ONBOARDING_001,u_00701,variant,2025-09-12
EXP_MBTI_ONBOARDING_001,u_00702,variant,2025-01-13
EXP_MBTI_ONBOARDING_001,u_00703,variant,2025-03-21
EXP_MBTI_ONBOARDING_001,u_00704,control,2025-04-11
EXP_MBTI_ONBOARDING_001,u_00705,variant,2025-02-05
EXP_MBTI_ONBOARDING_001,u_00706,variant,2025-10-07
EXP_MBTI_ONBOARDING_001,u_00707,variant,2025-06-26
EXP_MBTI_ONBOARDING_001,u_00708,control,2025-07-22
EXP_MBTI_ONBOARDING_001,u_00709,variant,2025-01-31
EXP_MBTI_ONBOARDING_001,u_00710,variant,2025-04-24
EXP_MBTI_ONBOARDING_001,u_00711,variant,2025-04-07
EXP_MBTI_ONBOARDING_001,u_00712,control,2025-01-24
EXP_MBTI_ONBOARDING_001,u_00713,control,2025-08-24
EXP_MBTI_ONBOARDING_001,u_00714,variant,2025-07-20
EXP_MBTI_ONBOARDING_001,u_00715,control,2025-07-14
EXP_MBTI_ONBOARDING_001,u_00716,variant,2025-09-08
EXP_MBTI_ONBOARDING_001,u_00717,control,2025-08-07
EXP_MBTI_ONBOARDING_001,u_00718,variant,2025-09-06
EXP_MBTI_ONBOARDING_001,u_00719,control,2025-07-26
EXP_MBTI_ONBOARDING_001,u_00720,control,2025-09-14
EXP_MBTI_ONBOARDING_001,u_00721,variant,2025-11-18
EXP_MBTI_ONBOARDING_001,u_00722,control,2025-10-16
EXP_MBTI_ONBOARDING_001,u_00723,control,2025-11-06
EXP_MBTI_ONBOARDING_001,u_00724,variant,2025-02-11
EXP_MBTI_ONBOARDING_001,u_00725,control,2025-02-18
EXP_MBTI_ONBOARDING_001,u_00726,control,2025-07-11
EXP_MBTI_ONBOARDING_001,u_00727,control,2025-09-01
EXP_MBTI_ONBOARDING_001,u_00728,control,2025-08-16
EXP_MBTI_ONBOARDING_001,u_00729,control,2025-02-05
EXP_MBTI_ONBOARDING_001,u_00730,control,2025-06-08
EXP_MBTI_ONBOARDING_001,u_00731,control,2025-06-27
EXP_MBTI_ONBOARDING_001,u_00732,variant,2025-05-29
EXP_MBTI_ONBOARDING_001,u_00733,control,2025-07-22
EXP_MBTI_ONBOARDING_001,u_00734,control,2025-01-28
EXP_MBTI_ONBOARDING_001,u_00735,control,2025-06-27
EXP_MBTI_ONBOARDING_001,u_00736,variant,2025-10-21
EXP_MBTI_ONBOARDING_001,u_00737,control,2025-02-14
EXP_MBTI_ONBOARDING_001,u_00738,variant,2025-07-02
EXP_MBTI_ONBOARDING_001,u_00739,variant,2025-09-17
EXP_MBTI_ONBOARDING_001,u_00740,variant,2025-12-29
EXP_MBTI_ONBOARDING_001,u_00741,control,2025-10-01
EXP_MBTI_ONBOARDING_001,u_00742,variant,2025-10-19
EXP_MBTI_ONBOARDING_001,u_00743,control,2025-12-25
EXP_MBTI_ONBOARDING_001,u_00744,variant,2025-04-04
EXP_MBTI_ONBOARDING_001,u_00745,control,2025-12-06
EXP_MBTI_ONBOARDING_001,u_00746,control,2025-02-28
EXP_MBTI_ONBOARDING_001,u_00747,variant,2025-06-30
EXP_MBTI_ONBOARDING_001,u_00748,control,2025-11-23
EXP_MBTI_ONBOARDING_001,u_00749,control,2025-11-20
EXP_MBTI_ONBOARDING_001,u_00750,variant,2025-07-13
EXP_MBTI_ONBOARDING_001,u_00751,variant,2025-07-12
EXP_MBTI_ONBOARDING_001,u_00752,control,2025-06-04
EXP_MBTI_ONBOARDING_001,u_00753,variant,2025-05-12
EXP_MBTI_ONBOARDING_001,u_00754,variant,2025-01-10
EXP_MBTI_ONBOARDING_001,u_00755,variant,2025-06-28
EXP_MBTI_ONBOARDING_001,u_00756,control,2025-04-11
EXP_MBTI_ONBOARDING_001,u_00757,variant,2025-11-14
EXP_MBTI_ONBOARDING_001,u_00758,variant,2025-11-15
EXP_MBTI_ONBOARDING_001,u_00759,control,2025-10-17
EXP_MBTI_ONBOARDING_001,u_00760,control,2025-09-28
EXP_MBTI_ONBOARDING_001,u_00761,variant,2025-10-08
EXP_MBTI_ONBOARDING_001,u_00762,variant,2025-02-07
EXP_MBTI_ONBOARDING_001,u_00763,variant,2025-10-23
EXP_MBTI_ONBOARDING_001,u_00764,control,2025-02-09
EXP_MBTI_ONBOARDING_001,u_00765,variant,2025-03-21
EXP_MBTI_ONBOARDING_001,u_00766,variant,2025-05-22
EXP_MBTI_ONBOARDING_001,u_00767,control,2025-03-10
EXP_MBTI_ONBOARDING_001,u_00768,variant,2025-12-16
EXP_MBTI_ONBOARDING_001,u_00769,variant,2025-06-22
EXP_MBTI_ONBOARDING_001,u_00770,variant,2025-05-27
EXP_MBTI_ONBOARDING_001,u_00771,variant,2025-07-06
EXP_MBTI_ONBOARDING_001,u_00772,control,2025-05-23
EXP_MBTI_ONBOARDING_001,u_00773,variant,2025-02-23
EXP_MBTI_ONBOARDING_001,u_00774,variant,2025-07-10
EXP_MBTI_ONBOARDING_001,u_00775,variant,2025-10-07
EXP_MBTI_ONBOARDING_001,u_00776,control,2025-06-19
EXP_MBTI_ONBOARDING_001,u_00777,variant,2025-05-01
EXP_MBTI_ONBOARDING_001,u_00778,variant,2025-01-20
EXP_MBTI_ONBOARDING_001,u_00779,variant,2025-03-24
EXP_MBTI_ONBOARDING_001,u_00780,variant,2025-05-29
EXP_MBTI_ONBOARDING_001,u_00781,control,2025-05-12
EXP_MBTI_ONBOARDING_001,u_00782,control,2025-04-22
EXP_MBTI_ONBOARDING_001,u_00783,control,2025-05-17
EXP_MBTI_ONBOARDING_001,u_00784,control,2025-08-05
EXP_MBTI_ONBOARDING_001,u_00785,variant,2025-03-31
EXP_MBTI_ONBOARDING_001,u_00786,variant,2025-02-06
EXP_MBTI_ONBOARDING_001,u_00787,variant,2025-02-10
EXP_MBTI_ONBOARDING_001,u_00788,variant,2025-02-22
EXP_MBTI_ONBOARDING_001,u_00789,control,2025-01-18
EXP_MBTI_ONBOARDING_001,u_00790,variant,2025-06-29
EXP_MBTI_ONBOARDING_001,u_00791,control,2025-01-01
EXP_MBTI_ONBOARDING_001,u_00792,variant,2025-10-25
EXP_MBTI_ONBOARDING_001,u_00793,variant,2025-08-31
EXP_MBTI_ONBOARDING_001,u_00794,control,2025-05-16
EXP_MBTI_ONBOARDING_001,u_00795,variant,2025-05-22
EXP_MBTI_ONBOARDING_001,u_00796,variant,2025-09-18
EXP_MBTI_ONBOARDING_001,u_00797,control,2025-12-17
EXP_MBTI_ONBOARDING_001,u_00798,variant,2025-09-29
EXP_MBTI_ONBOARDING_001,u_00799,variant,2025-06-05
EXP_MBTI_ONBOARDING_001,u_00800,variant,2025-10-17
EXP_MBTI_ONBOARDING_001,u_00801,variant,2025-04-30
EXP_MBTI_ONBOARDING_001,u_00802,control,2025-03-04
EXP_MBTI_ONBOARDING_001,u_00803,control,2025-12-25
EXP_MBTI_ONBOARDING_001,u_00804,control,2025-11-02
EXP_MBTI_ONBOARDING_001,u_00805,variant,2025-09-19
EXP_MBTI_ONBOARDING_001,u_00806,control,2025-11-06
EXP_MBTI_ONBOARDING_001,u_00807,variant,2025-09-29
EXP_MBTI_ONBOARDING_001,u_00808,control,2025-12-20
EXP_MBTI_ONBOARDING_001,u_00809,variant,2025-08-25
EXP_MBTI_ONBOARDING_001,u_00810,control,2025-01-27
EXP_MBTI_ONBOARDING_001,u_00811,variant,2025-06-21
EXP_MBTI_ONBOARDING_001,u_00812,variant,2025-11-06
EXP_MBTI_ONBOARDING_001,u_00813,control,2025-06-04
EXP_MBTI_ONBOARDING_001,u_00814,control,2025-09-26
EXP_MBTI_ONBOARDING_001,u_00815,variant,2025-07-03
EXP_MBTI_ONBOARDING_001,u_00816,control,2025-06-29
EXP_MBTI_ONBOARDING_001,u_00817,control,2025-08-09
EXP_MBTI_ONBOARDING_001,u_00818,variant,2025-10-18
EXP_MBTI_ONBOARDING_001,u_00819,control,2025-09-11
EXP_MBTI_ONBOARDING_001,u_00820,variant,2025-07-09
EXP_MBTI_ONBOARDING_001,u_00821,control,2025-01-26
EXP_MBTI_ONBOARDING_001,u_00822,variant,2025-06-03
EXP_MBTI_ONBOARDING_001,u_00823,control,2025-03-01
EXP_MBTI_ONBOARDING_001,u_00824,control,2025-03-12
EXP_MBTI_ONBOARDING_001,u_00825,variant,2025-01-15
EXP_MBTI_ONBOARDING_001,u_00826,control,2025-07-09
EXP_MBTI_ONBOARDING_001,u_00827,variant,2025-01-30
EXP_MBTI_ONBOARDING_001,u_00828,variant,2025-11-28
EXP_MBTI_ONBOARDING_001,u_00829,control,2025-08-09
EXP_MBTI_ONBOARDING_001,u_00830,control,2025-11-07
EXP_MBTI_ONBOARDING_001,u_00831,control,2025-01-11
EXP_MBTI_ONBOARDING_001,u_00832,variant,2025-04-28
EXP_MBTI_ONBOARDING_001,u_00833,control,2025-12-30
EXP_MBTI_ONBOARDING_001,u_00834,variant,2025-12-26
